TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.049941	0.012341	0.019584	0.048889	0.015277	0.007062	0.009777	0.026479	0.009305	0.001049	0.000942	0.001889	0.003073	0.009970	0.784421
I	0.024375	0.043772	0.064296	0.016604	0.017617	0.001511	0.005062	0.006174	0.001361	0.001346	0.003448	0.002022	0.002380	0.005401	0.804631
heard	0.011920	0.040904	0.035712	0.054189	0.015720	0.003344	0.010017	0.015751	0.001148	0.000294	0.000424	0.001509	0.000733	0.017424	0.790912
from	0.018973	0.025540	0.020068	0.111701	0.033004	0.015002	0.050411	0.309660	0.001785	0.000249	0.000223	0.000465	0.000411	0.014986	0.397521
none	0.011641	0.040463	0.031691	0.022651	0.064749	0.011316	0.010712	0.042197	0.013130	0.001261	0.000396	0.000935	0.002435	0.020360	0.726063
of	0.006243	0.026975	0.006933	0.012773	0.246918	0.027230	0.024560	0.113618	0.005007	0.001241	0.001184	0.002553	0.004058	0.008778	0.511929
the	0.002451	0.009522	0.006855	0.005052	0.184513	0.016858	0.006433	0.031036	0.003606	0.000622	0.000412	0.000863	0.001672	0.005408	0.724696
representatives	0.004947	0.004531	0.014595	0.034119	0.095930	0.019382	0.015276	0.063710	0.012606	0.000794	0.000696	0.001367	0.000561	0.016107	0.715379
from	0.006001	0.014765	0.008126	0.018322	0.161011	0.024927	0.019972	0.140454	0.012540	0.001969	0.001131	0.002342	0.001441	0.008542	0.578457
the	0.001497	0.004666	0.002583	0.001090	0.083198	0.004027	0.002594	0.012493	0.010019	0.015200	0.004755	0.011021	0.064272	0.003726	0.778858
power	0.001734	0.003793	0.000663	0.000168	0.001368	0.000180	0.000372	0.000152	0.000348	0.001671	0.004031	0.007328	0.001579	0.003580	0.973031
generation	0.001421	0.000895	0.000891	0.000249	0.003007	0.000368	0.000732	0.000696	0.001645	0.003497	0.009396	0.015973	0.003371	0.004645	0.953214
sector	0.003110	0.001694	0.002240	0.000475	0.037539	0.003358	0.003067	0.001327	0.012475	0.038576	0.009618	0.017279	0.007631	0.009022	0.852590
.	0.009449	0.013930	0.011422	0.011071	0.021480	0.004093	0.006946	0.012571	0.008939	0.005724	0.001837	0.005255	0.009818	0.007985	0.869480
[SEP]	0.050017	0.030865	0.015498	0.008239	0.008035	0.002906	0.007151	0.003018	0.004529	0.011847	0.017570	0.017790	0.004855	0.040071	0.777608
