TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.006354	0.101088	0.195971	0.070561	0.048591	0.006942	0.026781	0.007226	0.010517	0.011244	0.003587	0.003730	0.005071	0.417123	0.085214
I	0.019798	0.046284	0.255429	0.050772	0.061058	0.001512	0.003835	0.002284	0.001287	0.001634	0.004124	0.001524	0.000709	0.483826	0.065924
heard	0.040678	0.061495	0.086967	0.043674	0.108219	0.002025	0.004594	0.007666	0.002395	0.001561	0.004204	0.002429	0.003142	0.334537	0.296414
from	0.076463	0.040245	0.039544	0.017647	0.077513	0.005391	0.010071	0.011573	0.003006	0.003105	0.008245	0.004003	0.005519	0.332121	0.365553
none	0.019311	0.038068	0.010585	0.006688	0.046135	0.004940	0.010310	0.015988	0.007834	0.006160	0.011445	0.010116	0.010944	0.294887	0.506589
of	0.013612	0.035427	0.009411	0.003918	0.074699	0.003489	0.011102	0.011948	0.008463	0.011269	0.007683	0.005727	0.009432	0.405824	0.387997
the	0.012492	0.028594	0.008901	0.006313	0.042271	0.002899	0.008548	0.012256	0.026061	0.017573	0.007813	0.004223	0.014653	0.563811	0.243590
representatives	0.037694	0.023501	0.005757	0.005919	0.008606	0.002819	0.008587	0.008498	0.016084	0.027102	0.011026	0.009902	0.014907	0.147665	0.671933
from	0.026494	0.014403	0.005899	0.002294	0.014136	0.001101	0.003984	0.005204	0.003561	0.011407	0.004827	0.005753	0.018679	0.759149	0.123111
the	0.024360	0.023264	0.006557	0.002671	0.014894	0.001042	0.002914	0.006011	0.005823	0.026135	0.009097	0.013521	0.052044	0.286129	0.525537
power	0.030698	0.004731	0.005862	0.001927	0.001903	0.000950	0.002969	0.005186	0.006813	0.014735	0.010286	0.015761	0.033054	0.013050	0.852076
generation	0.028721	0.004181	0.010506	0.002534	0.003589	0.000985	0.003154	0.005350	0.002377	0.005919	0.014823	0.017755	0.014982	0.012962	0.872162
sector	0.018920	0.004554	0.008260	0.001661	0.005587	0.001026	0.003806	0.008005	0.005404	0.011883	0.007777	0.015122	0.008337	0.046845	0.852812
.	0.018243	0.027141	0.139702	0.040310	0.050321	0.005033	0.010476	0.007349	0.003194	0.002929	0.007763	0.004540	0.003420	0.071632	0.607946
[SEP]	0.029670	0.012149	0.027729	0.010189	0.013511	0.004057	0.006457	0.010747	0.005790	0.010689	0.016364	0.014970	0.014586	0.003405	0.819687
