TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.003682	0.111785	0.111791	0.117413	0.130239	0.007063	0.019562	0.047761	0.019326	0.002903	0.000906	0.000647	0.002798	0.392618	0.031506
I	0.018205	0.021747	0.050290	0.004876	0.015097	0.000515	0.000649	0.003076	0.000238	0.000380	0.000414	0.000457	0.000849	0.012179	0.871027
heard	0.069725	0.345399	0.046308	0.013372	0.015596	0.000156	0.000968	0.001871	0.000124	0.000138	0.000185	0.000408	0.000398	0.021490	0.483860
from	0.047217	0.302925	0.161741	0.033245	0.015582	0.000154	0.000595	0.000548	0.000006	0.000007	0.000047	0.000082	0.000027	0.007581	0.430243
none	0.025684	0.066812	0.065092	0.058937	0.033727	0.001632	0.002046	0.004323	0.000603	0.000271	0.002517	0.002169	0.001719	0.021270	0.713199
of	0.021611	0.016668	0.120958	0.370464	0.075270	0.001336	0.001297	0.007148	0.000588	0.000030	0.000563	0.000736	0.000654	0.010909	0.371767
the	0.059753	0.033045	0.106868	0.195022	0.093308	0.001907	0.000847	0.007622	0.000916	0.000036	0.000468	0.000394	0.000424	0.007812	0.491578
representatives	0.030994	0.037447	0.103472	0.083835	0.049688	0.003849	0.009963	0.009329	0.001999	0.000331	0.000215	0.000414	0.000458	0.005746	0.662261
from	0.028233	0.020454	0.144983	0.191176	0.204838	0.006996	0.019372	0.075567	0.006089	0.000520	0.000994	0.000817	0.000691	0.007637	0.291633
the	0.033483	0.005471	0.012604	0.020614	0.050683	0.003086	0.005132	0.201452	0.115367	0.015730	0.015462	0.005238	0.019078	0.004653	0.491947
power	0.005997	0.029506	0.002312	0.007112	0.007415	0.001454	0.014220	0.138655	0.038683	0.061670	0.057862	0.298566	0.123947	0.018126	0.194473
generation	0.012273	0.019761	0.005679	0.009622	0.015212	0.001496	0.009315	0.255684	0.101335	0.085740	0.047713	0.052643	0.089901	0.026703	0.266922
sector	0.009849	0.007320	0.005998	0.006921	0.024769	0.002181	0.008320	0.239803	0.332854	0.059426	0.005650	0.001619	0.008600	0.013771	0.272919
.	0.027314	0.105190	0.057071	0.021808	0.052845	0.002060	0.004437	0.011947	0.010577	0.003688	0.004443	0.004754	0.002883	0.027203	0.663780
[SEP]	0.097391	0.037881	0.031205	0.009663	0.036559	0.010665	0.022026	0.020255	0.016318	0.026601	0.045355	0.036519	0.019934	0.070112	0.519515
