TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.220343	0.019062	0.005031	0.010624	0.008498	0.006682	0.015324	0.029291	0.017843	0.017220	0.124443	0.115634	0.057319	0.018040	0.334646
I	0.000869	0.015545	0.029836	0.060452	0.031102	0.078243	0.243217	0.076808	0.059511	0.164458	0.020992	0.026718	0.034733	0.073224	0.084290
heard	0.002768	0.072319	0.008274	0.058249	0.017716	0.018822	0.052728	0.027821	0.042599	0.069417	0.007240	0.004939	0.021580	0.111624	0.483903
from	0.002666	0.101392	0.083338	0.054279	0.046702	0.028422	0.060005	0.025650	0.026216	0.072714	0.016308	0.014512	0.019608	0.143942	0.304247
none	0.001315	0.097721	0.032618	0.049116	0.001827	0.004602	0.018848	0.009235	0.017787	0.039375	0.012933	0.014840	0.031821	0.161973	0.505990
of	0.003635	0.105599	0.055424	0.036494	0.020273	0.007349	0.028751	0.013061	0.032838	0.072892	0.029372	0.030350	0.065210	0.232381	0.266371
the	0.005262	0.174810	0.113679	0.053547	0.036906	0.009534	0.019355	0.021006	0.037623	0.041206	0.034075	0.027212	0.066647	0.189043	0.170095
representatives	0.007384	0.126515	0.055210	0.030170	0.011941	0.004949	0.011608	0.001981	0.009565	0.028260	0.023497	0.037006	0.033828	0.162610	0.455474
from	0.007260	0.059451	0.101972	0.030955	0.020644	0.017365	0.046829	0.021384	0.022712	0.079752	0.037415	0.035351	0.031836	0.223542	0.263532
the	0.004952	0.090157	0.110736	0.072651	0.087404	0.033928	0.054422	0.082881	0.073821	0.055216	0.045766	0.032846	0.061985	0.109444	0.083790
power	0.019044	0.048406	0.018407	0.008487	0.058916	0.034753	0.028034	0.044370	0.037803	0.044812	0.015365	0.013671	0.028379	0.139085	0.460469
generation	0.015574	0.062656	0.015693	0.005348	0.050370	0.017403	0.024370	0.161037	0.057881	0.041018	0.009763	0.001127	0.017042	0.133325	0.387393
sector	0.018277	0.078110	0.036552	0.013978	0.049674	0.035276	0.099562	0.041192	0.027488	0.120161	0.010231	0.007593	0.008451	0.159481	0.293976
.	0.005298	0.114847	0.079602	0.039764	0.053822	0.018822	0.033583	0.023291	0.024674	0.031828	0.044692	0.037872	0.039916	0.073995	0.377994
[SEP]	0.000850	0.000477	0.000655	0.000973	0.000347	0.000403	0.001312	0.000322	0.000976	0.001022	0.000432	0.000782	0.000225	0.002037	0.989189
