TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.039999	0.010917	0.004255	0.003589	0.006596	0.000589	0.002432	0.001443	0.001655	0.001945	0.000685	0.001463	0.002982	0.016474	0.904980
I	0.082647	0.055928	0.275961	0.092592	0.052537	0.033102	0.050822	0.006287	0.009095	0.014387	0.005137	0.024253	0.033766	0.070621	0.192864
heard	0.123175	0.021936	0.022573	0.154664	0.195316	0.024749	0.048483	0.090920	0.046381	0.013916	0.001777	0.009287	0.029176	0.055977	0.161670
from	0.052326	0.018076	0.018501	0.020466	0.348721	0.058122	0.123489	0.180163	0.027623	0.021564	0.002572	0.008249	0.075745	0.016992	0.027391
none	0.072784	0.003877	0.010519	0.004142	0.026117	0.023716	0.204871	0.268508	0.074055	0.070804	0.053804	0.033698	0.090731	0.030598	0.031775
of	0.083910	0.001628	0.003738	0.004315	0.017983	0.006732	0.058466	0.503325	0.103545	0.030847	0.018342	0.039738	0.063820	0.018628	0.044983
the	0.063701	0.002084	0.002254	0.002941	0.018871	0.004651	0.011378	0.396082	0.187245	0.034776	0.012105	0.033703	0.127015	0.025211	0.077984
representatives	0.029349	0.001572	0.000239	0.000274	0.002975	0.001307	0.007892	0.049009	0.240691	0.151912	0.020622	0.047044	0.222008	0.052643	0.172464
from	0.006121	0.000908	0.000153	0.000015	0.000187	0.000065	0.000683	0.029896	0.016097	0.040454	0.041450	0.108319	0.716374	0.033499	0.005779
the	0.028341	0.001316	0.000289	0.000205	0.000467	0.000110	0.000368	0.021266	0.018138	0.017114	0.045182	0.140193	0.524103	0.160296	0.042611
power	0.040507	0.004405	0.001785	0.000807	0.000830	0.000657	0.001592	0.009260	0.032468	0.023850	0.006108	0.108689	0.212494	0.129207	0.427339
generation	0.047213	0.004978	0.000623	0.000351	0.000216	0.000256	0.000793	0.002214	0.006208	0.010512	0.004509	0.011628	0.033500	0.143983	0.733018
sector	0.015714	0.005313	0.000511	0.000143	0.000205	0.000139	0.000800	0.000443	0.000663	0.002450	0.001594	0.003622	0.031220	0.081178	0.856006
.	0.037532	0.017529	0.009233	0.004084	0.002432	0.000604	0.002421	0.001146	0.001187	0.002138	0.002110	0.005350	0.008512	0.041872	0.863851
[SEP]	0.009165	0.002657	0.000825	0.002023	0.001235	0.000703	0.001614	0.000654	0.003799	0.002998	0.001728	0.002167	0.002973	0.012459	0.955000
