TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.020321	0.013807	0.010262	0.027515	0.004525	0.003044	0.011330	0.002475	0.019445	0.024981	0.003294	0.004114	0.003163	0.012382	0.839343
I	0.180417	0.055398	0.070616	0.092667	0.040070	0.005956	0.037443	0.059905	0.019660	0.009779	0.004299	0.005178	0.009356	0.150545	0.258711
heard	0.020819	0.025627	0.030178	0.087842	0.017295	0.003828	0.021777	0.028094	0.035601	0.010849	0.009534	0.017293	0.027631	0.051589	0.612043
from	0.031890	0.008695	0.035439	0.132724	0.020788	0.016743	0.054727	0.012748	0.061759	0.009485	0.000916	0.000847	0.002696	0.048320	0.562222
none	0.029913	0.028679	0.015754	0.020593	0.008246	0.009750	0.061173	0.057309	0.057355	0.069199	0.010664	0.011053	0.014713	0.066846	0.538753
of	0.020206	0.019839	0.007239	0.087140	0.017526	0.024246	0.119912	0.030438	0.211002	0.151050	0.003614	0.003746	0.016075	0.049367	0.238600
the	0.023260	0.017822	0.007594	0.053072	0.018924	0.051384	0.114515	0.032763	0.267266	0.175363	0.008841	0.009036	0.039697	0.045762	0.134701
representatives	0.033052	0.018752	0.006506	0.027758	0.008923	0.009460	0.025446	0.026215	0.168891	0.049847	0.042211	0.063850	0.081078	0.021240	0.416771
from	0.016946	0.005332	0.005059	0.031897	0.006587	0.009883	0.034329	0.032130	0.112015	0.076357	0.009553	0.012474	0.036871	0.023844	0.586723
the	0.050576	0.005231	0.000924	0.011646	0.020656	0.022464	0.035679	0.011167	0.146943	0.150779	0.021624	0.025990	0.055766	0.041678	0.398877
power	0.020907	0.002975	0.001145	0.011080	0.008197	0.006096	0.014113	0.006155	0.027379	0.024912	0.014644	0.017941	0.021125	0.019057	0.804273
generation	0.026397	0.003881	0.001976	0.013111	0.005356	0.006756	0.014053	0.013559	0.020847	0.025302	0.052045	0.053031	0.040844	0.027201	0.695642
sector	0.039284	0.004726	0.002590	0.009253	0.003172	0.002879	0.018330	0.023257	0.059374	0.073014	0.043468	0.046319	0.053171	0.027127	0.594034
.	0.027434	0.123717	0.084552	0.133511	0.033703	0.019098	0.071770	0.028527	0.039295	0.048950	0.013311	0.024899	0.026118	0.034909	0.290207
[SEP]	0.014673	0.010288	0.004882	0.011144	0.006532	0.004252	0.006686	0.002799	0.004877	0.005541	0.005803	0.006826	0.002193	0.008169	0.905335
