TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.017591	0.014722	0.014086	0.006877	0.006989	0.002105	0.002809	0.004251	0.001978	0.002089	0.000606	0.001113	0.001134	0.008617	0.915030
I	0.020739	0.040251	0.023213	0.017916	0.007929	0.006851	0.009882	0.004922	0.001628	0.004163	0.001075	0.001953	0.004200	0.029250	0.826027
heard	0.056074	0.032388	0.129030	0.118774	0.008945	0.002011	0.003339	0.012832	0.001959	0.002200	0.000807	0.001956	0.001318	0.093903	0.534463
from	0.019781	0.044329	0.140171	0.046096	0.009127	0.002815	0.003272	0.005826	0.001254	0.001367	0.000395	0.000611	0.007544	0.039465	0.677948
none	0.033294	0.051382	0.125761	0.089967	0.049232	0.012090	0.010625	0.010469	0.002752	0.001732	0.000281	0.000642	0.001765	0.035596	0.574412
of	0.048769	0.017991	0.058150	0.075435	0.041782	0.045651	0.055948	0.043473	0.004850	0.008221	0.001311	0.000937	0.003184	0.087223	0.507076
the	0.051170	0.021944	0.078518	0.162300	0.058771	0.034692	0.043849	0.028421	0.008467	0.006942	0.001764	0.002286	0.008895	0.095458	0.396522
representatives	0.012666	0.011133	0.081092	0.059964	0.056500	0.021049	0.021917	0.018970	0.017751	0.002930	0.001122	0.002386	0.017399	0.032551	0.642571
from	0.021772	0.004863	0.063842	0.191847	0.142886	0.048819	0.052035	0.096912	0.078225	0.008952	0.004924	0.003378	0.070143	0.045508	0.165893
the	0.033968	0.010134	0.035895	0.065116	0.089433	0.077037	0.178821	0.065928	0.031620	0.046580	0.012836	0.010456	0.042154	0.065472	0.234551
power	0.028800	0.001384	0.001878	0.004245	0.034905	0.004707	0.004924	0.010843	0.007765	0.005473	0.049105	0.098993	0.016136	0.044055	0.686788
generation	0.011492	0.001078	0.002584	0.002064	0.008538	0.003715	0.004627	0.013778	0.011477	0.010086	0.176834	0.176915	0.040596	0.029578	0.506638
sector	0.024278	0.001798	0.005348	0.001568	0.021601	0.027515	0.077033	0.020113	0.016500	0.295438	0.024680	0.019214	0.079448	0.058410	0.327055
.	0.038152	0.194461	0.155909	0.160616	0.079546	0.024005	0.065142	0.029152	0.043008	0.040551	0.011486	0.016010	0.015376	0.061190	0.065396
[SEP]	0.010954	0.004529	0.007369	0.003916	0.003901	0.005167	0.009524	0.003433	0.003269	0.011434	0.002534	0.003024	0.001942	0.010945	0.918058
