TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.799235	0.014445	0.008016	0.008002	0.003261	0.016746	0.013794	0.006325	0.008909	0.014564	0.012759	0.013764	0.009935	0.028978	0.041268
I	0.050496	0.144362	0.041465	0.014352	0.025752	0.017251	0.033300	0.139705	0.022195	0.036586	0.120473	0.130068	0.140372	0.036431	0.047192
heard	0.108496	0.185151	0.049687	0.022431	0.046235	0.030061	0.033043	0.110274	0.028390	0.034071	0.067851	0.074538	0.094644	0.047600	0.067527
from	0.123727	0.071627	0.063252	0.035078	0.040589	0.075196	0.086944	0.041936	0.043657	0.092296	0.080195	0.049980	0.044265	0.090521	0.060740
none	0.124798	0.106765	0.104492	0.056802	0.040508	0.064147	0.063639	0.039347	0.046651	0.060632	0.051825	0.032986	0.060840	0.059047	0.087519
of	0.126096	0.051792	0.050918	0.044060	0.042842	0.066249	0.109561	0.048752	0.043952	0.106970	0.049359	0.040795	0.033607	0.095164	0.089884
the	0.067239	0.075325	0.065636	0.043208	0.030764	0.096847	0.092241	0.042715	0.042602	0.092342	0.062736	0.047302	0.046110	0.106681	0.088251
representatives	0.032506	0.210176	0.104860	0.019091	0.021952	0.037141	0.010448	0.047018	0.018064	0.010628	0.084609	0.146543	0.169592	0.039685	0.047687
from	0.065494	0.083640	0.096364	0.053172	0.042183	0.112819	0.060713	0.038765	0.051819	0.061264	0.065629	0.047108	0.051197	0.103348	0.066485
the	0.053973	0.073926	0.068579	0.054803	0.030607	0.120397	0.084470	0.040497	0.051769	0.083657	0.051548	0.038467	0.044397	0.112229	0.090682
power	0.051490	0.292103	0.075823	0.024909	0.012804	0.029853	0.009532	0.069733	0.024753	0.009580	0.034685	0.088095	0.206377	0.044449	0.025815
generation	0.047737	0.293994	0.050656	0.036693	0.012457	0.079278	0.014455	0.075289	0.040876	0.016151	0.032012	0.037839	0.121891	0.085881	0.054790
sector	0.030016	0.126734	0.052009	0.013406	0.014592	0.024157	0.015102	0.135080	0.018928	0.017471	0.276768	0.132429	0.070401	0.032411	0.040493
.	0.074683	0.032698	0.053594	0.057986	0.026017	0.074753	0.126907	0.034687	0.052802	0.113535	0.026508	0.029541	0.034741	0.095008	0.166540
[SEP]	0.544535	0.014096	0.010620	0.015076	0.004762	0.032551	0.035996	0.005491	0.012856	0.033452	0.007720	0.007820	0.004075	0.041142	0.229809
