TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.073942	0.029883	0.009292	0.001834	0.002198	0.001489	0.003969	0.003137	0.001541	0.003643	0.008738	0.004477	0.004488	0.014873	0.836496
I	0.176531	0.070561	0.010666	0.018024	0.005963	0.013014	0.030996	0.002259	0.005525	0.020822	0.004758	0.004051	0.006400	0.143910	0.486520
heard	0.088300	0.171848	0.064855	0.043290	0.035500	0.012358	0.022986	0.027432	0.011354	0.010590	0.032122	0.026956	0.039951	0.045241	0.367218
from	0.038764	0.240367	0.175400	0.022910	0.021374	0.007709	0.016966	0.009795	0.001461	0.005450	0.011214	0.006645	0.008574	0.040052	0.393319
none	0.058106	0.290037	0.067677	0.147950	0.017703	0.065975	0.049703	0.008611	0.006653	0.010351	0.006557	0.002194	0.009810	0.047685	0.210988
of	0.106307	0.099228	0.043194	0.052612	0.018787	0.013027	0.013619	0.005639	0.003856	0.004705	0.003949	0.001444	0.004232	0.048144	0.581256
the	0.114475	0.188233	0.052032	0.121147	0.050632	0.051940	0.025641	0.028324	0.025759	0.008303	0.005792	0.003559	0.016678	0.047237	0.260248
representatives	0.033015	0.048615	0.133046	0.092356	0.181300	0.042862	0.058208	0.079256	0.072024	0.030793	0.022727	0.024328	0.086272	0.037684	0.057515
from	0.011915	0.069782	0.158013	0.107273	0.210069	0.054987	0.058187	0.187388	0.041280	0.025087	0.014020	0.008835	0.018103	0.016598	0.018465
the	0.097145	0.119275	0.035162	0.064505	0.077128	0.090985	0.063382	0.108782	0.083941	0.044919	0.010495	0.005486	0.022273	0.055205	0.121316
power	0.027729	0.025534	0.022222	0.006322	0.028874	0.006405	0.013786	0.089333	0.056303	0.035158	0.035401	0.176612	0.399446	0.026799	0.050077
generation	0.036146	0.026717	0.036453	0.011617	0.058799	0.017800	0.042779	0.105937	0.060599	0.092253	0.075670	0.085346	0.248404	0.028935	0.072545
sector	0.027832	0.044401	0.167231	0.078307	0.061371	0.035682	0.037359	0.096726	0.261041	0.073050	0.035407	0.016020	0.036436	0.021928	0.007207
.	0.138162	0.055164	0.014567	0.031757	0.011671	0.018741	0.036272	0.014765	0.029033	0.073791	0.010664	0.004812	0.008258	0.083848	0.468494
[SEP]	0.044951	0.002230	0.001647	0.001214	0.000779	0.000668	0.000964	0.000702	0.001096	0.001129	0.000670	0.000489	0.000707	0.012862	0.929891
