TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.061327	0.087144	0.107301	0.018532	0.067390	0.019495	0.030249	0.016104	0.035964	0.033431	0.017148	0.014833	0.017667	0.043458	0.429956
I	0.019940	0.160178	0.042839	0.028219	0.049804	0.011842	0.038392	0.020085	0.009225	0.019179	0.033177	0.033832	0.015326	0.056896	0.461065
heard	0.003937	0.008873	0.742603	0.046939	0.014610	0.004095	0.007419	0.010655	0.005940	0.003536	0.013481	0.011580	0.003808	0.002850	0.119675
from	0.001937	0.002962	0.015243	0.820867	0.018575	0.013467	0.034714	0.012155	0.023779	0.004816	0.006380	0.003466	0.001744	0.002903	0.036992
none	0.006225	0.003497	0.008306	0.032437	0.245003	0.026648	0.035513	0.021710	0.011867	0.008848	0.025212	0.008698	0.005686	0.014851	0.545497
of	0.005025	0.002446	0.003815	0.048649	0.027049	0.658163	0.086213	0.041529	0.067843	0.011147	0.005682	0.007588	0.004331	0.005373	0.025148
the	0.011829	0.013329	0.008468	0.109471	0.050513	0.139958	0.413706	0.018694	0.049475	0.061634	0.027957	0.026596	0.007320	0.019117	0.041933
representatives	0.010854	0.009238	0.026752	0.032400	0.031688	0.029325	0.019855	0.332896	0.023359	0.007594	0.052960	0.049773	0.031905	0.013926	0.327474
from	0.010322	0.006935	0.010061	0.036607	0.020150	0.073671	0.043605	0.054075	0.529255	0.052117	0.018679	0.028283	0.021223	0.009728	0.085288
the	0.016082	0.019062	0.015936	0.024478	0.037916	0.040316	0.143602	0.019932	0.072503	0.258298	0.085013	0.090540	0.033730	0.026788	0.115804
power	0.011287	0.013942	0.016220	0.007097	0.014572	0.004418	0.017977	0.017544	0.005872	0.035566	0.351759	0.194717	0.026245	0.015695	0.267090
generation	0.006051	0.006760	0.006390	0.003082	0.003179	0.002836	0.005938	0.006479	0.003635	0.014414	0.088006	0.638238	0.062067	0.009762	0.143164
sector	0.003342	0.006358	0.006800	0.002350	0.004427	0.002744	0.002914	0.019343	0.004335	0.009865	0.038857	0.195812	0.553960	0.008357	0.140536
.	0.040496	0.082350	0.020412	0.056355	0.105249	0.019930	0.056387	0.031309	0.020233	0.035374	0.033055	0.027463	0.022134	0.172189	0.277064
[SEP]	0.051444	0.069513	0.047573	0.058085	0.080120	0.047850	0.071419	0.055226	0.051777	0.058278	0.069735	0.056697	0.049224	0.090547	0.142513
