TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.018604	0.055032	0.392485	0.125111	0.049880	0.024039	0.047397	0.042911	0.019238	0.021034	0.006162	0.008514	0.023413	0.055077	0.111103
I	0.169472	0.028006	0.089417	0.032639	0.018787	0.008845	0.058047	0.010441	0.004162	0.015335	0.001873	0.002833	0.004427	0.117974	0.437742
heard	0.095989	0.008407	0.001453	0.019032	0.026707	0.013954	0.063420	0.055175	0.008564	0.022699	0.001659	0.005941	0.010657	0.104739	0.561604
from	0.136901	0.025602	0.059341	0.021443	0.018368	0.006291	0.024618	0.021266	0.013073	0.034756	0.003429	0.006495	0.010464	0.139195	0.478758
none	0.058397	0.015517	0.027821	0.018120	0.002285	0.004009	0.031962	0.011343	0.007077	0.019924	0.001147	0.001462	0.004779	0.061213	0.734943
of	0.098830	0.019697	0.078687	0.038267	0.013176	0.000852	0.015269	0.009685	0.007105	0.048639	0.001213	0.001016	0.015321	0.067670	0.584574
the	0.165761	0.106227	0.250938	0.051223	0.023438	0.002325	0.011256	0.012597	0.007178	0.024668	0.001064	0.001902	0.031440	0.089647	0.220335
representatives	0.140018	0.015131	0.052365	0.031625	0.012234	0.000466	0.002583	0.004119	0.001458	0.003780	0.000635	0.001581	0.050578	0.039703	0.643723
from	0.124114	0.015702	0.038861	0.020891	0.031391	0.003200	0.011985	0.021232	0.006039	0.025642	0.018931	0.012658	0.068555	0.062494	0.538303
the	0.374211	0.030327	0.117722	0.041782	0.029717	0.011967	0.026793	0.014763	0.029077	0.024233	0.007512	0.005450	0.026885	0.096043	0.163515
power	0.126927	0.001939	0.002062	0.004158	0.002021	0.000818	0.000982	0.001455	0.006327	0.001658	0.000804	0.000253	0.000429	0.043197	0.806970
generation	0.146790	0.004159	0.006415	0.011656	0.003104	0.000574	0.000879	0.002647	0.010389	0.001568	0.000871	0.000163	0.000847	0.046500	0.763439
sector	0.236472	0.009187	0.014816	0.019307	0.003768	0.002051	0.003866	0.017762	0.018764	0.003177	0.000931	0.000964	0.003094	0.059209	0.606633
.	0.124376	0.016358	0.122979	0.046215	0.022422	0.002448	0.007670	0.009497	0.008521	0.012278	0.010703	0.007516	0.045478	0.068021	0.495518
[SEP]	0.010913	0.002031	0.001227	0.001678	0.002827	0.000124	0.000190	0.001212	0.001007	0.000337	0.002358	0.001494	0.001478	0.007267	0.965857
