TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.363832	0.032636	0.015941	0.011204	0.022951	0.009587	0.011448	0.011572	0.015752	0.010962	0.023665	0.020616	0.025582	0.051911	0.372343
I	0.237421	0.288520	0.028471	0.018993	0.040669	0.006639	0.003670	0.047469	0.027490	0.002405	0.026690	0.015537	0.030155	0.022179	0.203692
heard	0.227980	0.122052	0.066235	0.100046	0.014372	0.018084	0.012469	0.068750	0.107122	0.008612	0.007081	0.006875	0.031701	0.045176	0.163446
from	0.316178	0.117045	0.099019	0.022033	0.048566	0.042422	0.014866	0.012541	0.024330	0.009377	0.026506	0.030685	0.003181	0.058190	0.175060
none	0.326239	0.135743	0.033328	0.050347	0.031845	0.033886	0.034974	0.011474	0.063721	0.026463	0.011287	0.012463	0.018982	0.071839	0.137410
of	0.406090	0.037241	0.050680	0.016128	0.031530	0.037940	0.013832	0.008212	0.032110	0.012003	0.005149	0.011352	0.003282	0.050637	0.283813
the	0.338250	0.049381	0.023364	0.011612	0.017841	0.014893	0.051331	0.023551	0.047079	0.055240	0.022120	0.023223	0.018544	0.049194	0.254376
representatives	0.313808	0.048031	0.007036	0.016212	0.007204	0.039544	0.094828	0.002432	0.059578	0.051912	0.012886	0.050413	0.010355	0.035851	0.249910
from	0.213855	0.063035	0.054541	0.015707	0.031635	0.048870	0.037277	0.021477	0.027670	0.033857	0.135195	0.071534	0.009499	0.069174	0.166676
the	0.298490	0.045977	0.016164	0.009279	0.022117	0.015693	0.055723	0.023890	0.043736	0.066673	0.022650	0.040078	0.025437	0.068626	0.245465
power	0.274689	0.023200	0.018971	0.011958	0.003370	0.051393	0.093084	0.030460	0.050878	0.113030	0.017788	0.073434	0.062117	0.030312	0.145318
generation	0.211945	0.044822	0.011277	0.008180	0.003524	0.029595	0.064368	0.037622	0.025390	0.096905	0.229729	0.020990	0.072620	0.043449	0.099585
sector	0.359184	0.059611	0.023074	0.013317	0.005169	0.028478	0.050927	0.026075	0.068016	0.077823	0.056756	0.031454	0.008726	0.052623	0.138767
.	0.199430	0.033476	0.092064	0.022382	0.099229	0.015984	0.010335	0.046935	0.026838	0.013762	0.033020	0.041990	0.044041	0.157670	0.162845
[SEP]	0.349254	0.019156	0.007562	0.006299	0.007053	0.006422	0.014727	0.005504	0.007078	0.013006	0.007652	0.018614	0.009382	0.031803	0.496488
