TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.127429	0.034255	0.098274	0.007052	0.003908	0.002813	0.007305	0.016077	0.007649	0.011311	0.015589	0.037034	0.032992	0.046073	0.552237
I	0.189123	0.153553	0.095011	0.013001	0.012163	0.008179	0.014228	0.004115	0.006039	0.018262	0.010074	0.016368	0.009893	0.184638	0.265352
heard	0.029796	0.002539	0.003593	0.003330	0.002693	0.005449	0.011222	0.003737	0.003298	0.007855	0.004279	0.002987	0.010182	0.206065	0.702976
from	0.065062	0.008918	0.002084	0.000215	0.006092	0.001741	0.006989	0.000620	0.000439	0.009378	0.000947	0.000935	0.002749	0.175650	0.718180
none	0.018491	0.000744	0.000828	0.000642	0.000914	0.002118	0.008146	0.001568	0.001147	0.006984	0.003720	0.003264	0.002217	0.077962	0.871254
of	0.032449	0.001914	0.003778	0.000586	0.001579	0.001050	0.006668	0.003555	0.001202	0.007629	0.001367	0.001513	0.002622	0.101802	0.832285
the	0.126130	0.003098	0.010874	0.004847	0.005570	0.005730	0.016030	0.020653	0.011421	0.018092	0.008016	0.006844	0.018871	0.144749	0.599075
representatives	0.284953	0.004294	0.019097	0.007341	0.030273	0.004692	0.023786	0.040031	0.012029	0.022724	0.011766	0.005253	0.028419	0.095253	0.410090
from	0.106374	0.005695	0.011650	0.001405	0.005854	0.001547	0.009741	0.008189	0.002550	0.014867	0.003534	0.004417	0.014079	0.100498	0.709599
the	0.176913	0.003190	0.015261	0.011964	0.007790	0.010445	0.025707	0.029467	0.016557	0.018773	0.011095	0.007964	0.027135	0.136390	0.501351
power	0.360701	0.020232	0.017148	0.015613	0.004450	0.002960	0.007746	0.033069	0.011539	0.010688	0.083167	0.054663	0.230642	0.014790	0.132592
generation	0.536840	0.025412	0.014519	0.013576	0.003790	0.011218	0.010841	0.004784	0.008801	0.012502	0.026483	0.024841	0.060294	0.026288	0.219812
sector	0.395518	0.067216	0.036721	0.022015	0.009056	0.009469	0.017012	0.061741	0.022127	0.020702	0.064891	0.015128	0.086930	0.026422	0.145054
.	0.076790	0.004639	0.012786	0.003673	0.002799	0.005638	0.025821	0.009709	0.005062	0.031104	0.005836	0.008057	0.017594	0.201028	0.589462
[SEP]	0.009552	0.003526	0.006164	0.002656	0.008642	0.003152	0.004875	0.008785	0.002753	0.004943	0.002949	0.004549	0.004478	0.025160	0.907817
