TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.003169	0.068553	0.127217	0.039419	0.012415	0.008993	0.015052	0.147872	0.026985	0.017272	0.244367	0.054289	0.217289	0.012677	0.004430
I	0.107284	0.044803	0.018390	0.035059	0.038671	0.016983	0.031381	0.014188	0.011073	0.022523	0.001853	0.006897	0.015947	0.363925	0.271024
heard	0.039559	0.112541	0.090958	0.175674	0.026483	0.019992	0.043858	0.036615	0.075863	0.041277	0.024315	0.011815	0.024116	0.056418	0.220516
from	0.062530	0.071045	0.010422	0.082015	0.030457	0.036017	0.027223	0.002167	0.031795	0.028687	0.001509	0.002039	0.003561	0.102196	0.508335
none	0.087744	0.063626	0.017566	0.049213	0.065789	0.048517	0.057057	0.003054	0.014635	0.042943	0.003116	0.004503	0.003535	0.123368	0.415333
of	0.081762	0.018129	0.024610	0.034729	0.017909	0.028887	0.042291	0.001791	0.007295	0.015708	0.000247	0.000885	0.001876	0.082295	0.641585
the	0.137873	0.038555	0.041905	0.063658	0.042788	0.050461	0.059083	0.003028	0.011675	0.025313	0.000709	0.001546	0.002093	0.090643	0.430670
representatives	0.032184	0.031658	0.005739	0.013910	0.040230	0.014411	0.021649	0.001486	0.007300	0.033108	0.003328	0.004669	0.004671	0.058368	0.727289
from	0.035808	0.011456	0.011053	0.078542	0.111826	0.075695	0.077260	0.006856	0.028022	0.030086	0.001299	0.001517	0.002215	0.055811	0.472554
the	0.108801	0.019770	0.020167	0.045354	0.093556	0.081867	0.169745	0.006884	0.012009	0.055030	0.002014	0.003059	0.002178	0.080955	0.298613
power	0.017776	0.000923	0.000786	0.004394	0.006872	0.007941	0.015246	0.001242	0.004158	0.015816	0.000093	0.001102	0.000502	0.031113	0.892036
generation	0.021646	0.001336	0.000749	0.002243	0.015176	0.008504	0.025535	0.002643	0.003313	0.049827	0.001766	0.003437	0.001340	0.036556	0.825929
sector	0.033159	0.003312	0.000726	0.002064	0.013754	0.008618	0.038885	0.001676	0.002774	0.033801	0.000364	0.001193	0.000801	0.047029	0.811843
.	0.057110	0.180520	0.161536	0.095796	0.051086	0.038436	0.057863	0.080204	0.027028	0.034669	0.015433	0.012905	0.010558	0.088864	0.087994
[SEP]	0.011500	0.004577	0.001031	0.003390	0.001420	0.006407	0.006849	0.000662	0.004914	0.014206	0.000745	0.003836	0.001619	0.003057	0.935786
