TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.055043	0.014288	0.018327	0.007379	0.009081	0.002769	0.003310	0.010048	0.002120	0.000917	0.000384	0.000902	0.008128	0.009596	0.857709
I	0.003125	0.055355	0.031679	0.015035	0.038558	0.009556	0.008238	0.022566	0.002312	0.001003	0.005137	0.009456	0.008515	0.021422	0.768044
heard	0.006457	0.031322	0.116879	0.077173	0.045322	0.005408	0.008612	0.041733	0.003790	0.003086	0.004800	0.005117	0.013799	0.043880	0.592622
from	0.003097	0.022970	0.050652	0.037075	0.050500	0.006573	0.013587	0.201926	0.007922	0.004482	0.005014	0.008932	0.031152	0.018699	0.537417
none	0.002856	0.017710	0.036760	0.047235	0.086748	0.008387	0.020006	0.078893	0.005219	0.004528	0.004364	0.005240	0.012180	0.034052	0.635820
of	0.003469	0.008057	0.027282	0.119725	0.106037	0.013160	0.052370	0.292911	0.022250	0.010727	0.008829	0.008958	0.036017	0.028040	0.262168
the	0.006659	0.020377	0.019608	0.038150	0.143788	0.009922	0.029411	0.076322	0.013879	0.018883	0.006976	0.010581	0.122870	0.034790	0.447783
representatives	0.010606	0.010687	0.027296	0.081861	0.098004	0.009470	0.021572	0.057243	0.044580	0.014657	0.014026	0.020050	0.094073	0.029051	0.466824
from	0.003845	0.005889	0.010129	0.020977	0.093007	0.010908	0.023107	0.144448	0.035881	0.015505	0.014971	0.009068	0.042402	0.028586	0.541276
the	0.005084	0.024940	0.004730	0.007983	0.063364	0.003067	0.006943	0.016063	0.020722	0.043788	0.021559	0.018039	0.169884	0.018450	0.575383
power	0.002909	0.004317	0.000784	0.000510	0.002076	0.000239	0.000213	0.000556	0.002523	0.003281	0.035931	0.038127	0.009143	0.004388	0.895003
generation	0.004077	0.002505	0.001914	0.001156	0.001509	0.000148	0.000218	0.000857	0.003638	0.002234	0.048583	0.035572	0.007786	0.004195	0.885608
sector	0.007653	0.007326	0.003518	0.005729	0.013164	0.002866	0.004758	0.007044	0.012619	0.013704	0.063139	0.060121	0.020434	0.011023	0.766903
.	0.008457	0.039685	0.096783	0.074013	0.137224	0.029666	0.071271	0.071715	0.008491	0.008838	0.003565	0.004303	0.017134	0.139155	0.289699
[SEP]	0.006650	0.003082	0.001991	0.001390	0.001281	0.000775	0.000902	0.000436	0.000821	0.002167	0.005673	0.005665	0.003606	0.019892	0.945669
