TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.005947	0.045787	0.060420	0.103787	0.076103	0.062676	0.070400	0.043517	0.107324	0.063670	0.044614	0.025206	0.094916	0.141886	0.053746
I	0.026073	0.007305	0.003302	0.025038	0.005383	0.072390	0.128924	0.023743	0.049282	0.132307	0.114171	0.076509	0.063339	0.264481	0.007752
heard	0.059960	0.044073	0.002420	0.065699	0.012278	0.084255	0.142782	0.007864	0.056532	0.148925	0.062471	0.049504	0.017480	0.119134	0.126623
from	0.009999	0.048270	0.008148	0.036309	0.008936	0.127915	0.160116	0.015014	0.069844	0.138467	0.085384	0.073501	0.028881	0.117644	0.071570
none	0.018770	0.032150	0.004430	0.072102	0.013186	0.122439	0.173996	0.019763	0.091789	0.161642	0.062289	0.041928	0.022803	0.133947	0.028765
of	0.011614	0.048043	0.006962	0.037480	0.009117	0.099758	0.137332	0.030708	0.067950	0.138030	0.084472	0.041816	0.036402	0.136647	0.113667
the	0.008042	0.065586	0.008567	0.049283	0.012507	0.127995	0.116566	0.041548	0.070506	0.109641	0.106351	0.033563	0.040408	0.127794	0.081645
representatives	0.038657	0.104684	0.019950	0.068363	0.025618	0.117606	0.102451	0.006233	0.088235	0.091571	0.034355	0.025190	0.009538	0.108970	0.158579
from	0.005143	0.107281	0.009451	0.036719	0.007955	0.192223	0.162321	0.013937	0.070171	0.140156	0.043012	0.031086	0.017964	0.087875	0.074708
the	0.007241	0.081478	0.007707	0.034988	0.011805	0.095860	0.116256	0.052457	0.056496	0.105661	0.138653	0.048792	0.050438	0.125736	0.066432
power	0.093161	0.114478	0.027849	0.031785	0.010231	0.092623	0.122802	0.019573	0.025214	0.143249	0.020537	0.026308	0.014966	0.156620	0.100606
generation	0.023001	0.106833	0.017102	0.087759	0.024064	0.153656	0.126153	0.014533	0.059476	0.117911	0.036749	0.010152	0.010258	0.060825	0.151527
sector	0.022428	0.095499	0.016702	0.043925	0.020216	0.158910	0.167702	0.018354	0.044844	0.123262	0.060494	0.022350	0.008399	0.119814	0.077102
.	0.013943	0.048038	0.014493	0.035126	0.012557	0.036538	0.047194	0.080301	0.042353	0.040429	0.156692	0.093988	0.246443	0.085056	0.046847
[SEP]	0.128727	0.013239	0.029089	0.008724	0.015661	0.004321	0.005526	0.035839	0.009715	0.005966	0.017751	0.010060	0.023063	0.011589	0.680732
