TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.018975	0.115707	0.017066	0.011658	0.013828	0.002045	0.005047	0.003184	0.005170	0.009104	0.000212	0.000331	0.001129	0.123127	0.673417
I	0.055156	0.068744	0.016121	0.005159	0.005622	0.002505	0.003154	0.002711	0.004163	0.007068	0.000937	0.002045	0.005192	0.071579	0.749845
heard	0.016895	0.406265	0.023154	0.009965	0.022111	0.001519	0.004618	0.002689	0.001127	0.002366	0.001922	0.001418	0.001394	0.014198	0.490359
from	0.043953	0.010575	0.215965	0.016269	0.030319	0.001620	0.006035	0.049950	0.001782	0.001074	0.001283	0.001637	0.007113	0.008012	0.604413
none	0.022020	0.026224	0.035228	0.014644	0.038511	0.011262	0.013765	0.008051	0.017536	0.009338	0.003743	0.005483	0.010022	0.030181	0.753991
of	0.014219	0.004820	0.009625	0.002799	0.106786	0.045397	0.031816	0.016103	0.011687	0.009313	0.000763	0.001621	0.008135	0.010373	0.726545
the	0.039620	0.008378	0.021465	0.008578	0.069785	0.071183	0.028838	0.009207	0.021473	0.009157	0.002626	0.004557	0.009440	0.011241	0.684454
representatives	0.041695	0.011684	0.013068	0.006107	0.059173	0.029857	0.087988	0.028851	0.019578	0.032474	0.011370	0.011495	0.038064	0.013423	0.595173
from	0.016849	0.005573	0.020224	0.003355	0.044144	0.007297	0.025113	0.133684	0.021897	0.013864	0.001056	0.001085	0.034487	0.006105	0.665267
the	0.029896	0.010501	0.017867	0.007520	0.015498	0.014956	0.014885	0.019267	0.082080	0.065901	0.008503	0.008967	0.037094	0.014946	0.652119
power	0.022824	0.004720	0.004156	0.002995	0.006885	0.003226	0.009520	0.001967	0.022378	0.041331	0.005850	0.002371	0.005212	0.016333	0.850233
generation	0.027783	0.016875	0.006302	0.005794	0.009280	0.001501	0.002160	0.002612	0.010877	0.025374	0.369661	0.056484	0.017123	0.006900	0.441274
sector	0.016202	0.003513	0.002968	0.001147	0.000962	0.000510	0.005793	0.008686	0.007488	0.052172	0.169637	0.297955	0.125625	0.013078	0.294264
.	0.041068	0.027366	0.022865	0.005838	0.010343	0.002819	0.004461	0.018450	0.004349	0.005280	0.007652	0.012748	0.019372	0.049143	0.768246
[SEP]	0.047341	0.015444	0.011950	0.008483	0.004767	0.001422	0.003339	0.007221	0.006060	0.017277	0.012945	0.023055	0.017610	0.075644	0.747442
