TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.032439	0.044792	0.004670	0.004370	0.021102	0.001182	0.007103	0.002402	0.000849	0.004976	0.000482	0.001989	0.004466	0.029238	0.839940
I	0.008212	0.024712	0.032262	0.011602	0.202370	0.000460	0.000806	0.000681	0.000483	0.000788	0.000787	0.001131	0.001274	0.019668	0.694764
heard	0.013009	0.014558	0.010689	0.018419	0.327810	0.001178	0.001740	0.002127	0.000788	0.000651	0.000565	0.000247	0.000913	0.011263	0.596045
from	0.013272	0.035085	0.422384	0.023174	0.301238	0.033071	0.017880	0.020054	0.002640	0.001455	0.000933	0.002191	0.001083	0.013089	0.112452
none	0.008804	0.013168	0.050077	0.017182	0.118494	0.030523	0.018454	0.005462	0.012843	0.002047	0.000704	0.000980	0.010721	0.022045	0.688496
of	0.001418	0.005548	0.120979	0.007908	0.697444	0.013589	0.029605	0.078509	0.008407	0.001517	0.000090	0.000299	0.002608	0.002542	0.029538
the	0.003034	0.007883	0.022290	0.019015	0.658633	0.051495	0.033893	0.053151	0.024251	0.003292	0.000727	0.000830	0.007238	0.011084	0.103184
representatives	0.002554	0.001400	0.001853	0.001775	0.170733	0.017084	0.011687	0.029225	0.010671	0.002482	0.003137	0.002759	0.004920	0.012529	0.727190
from	0.002574	0.001821	0.035025	0.001607	0.206666	0.095066	0.111554	0.309609	0.032878	0.019162	0.002180	0.001384	0.004174	0.012369	0.163932
the	0.004118	0.004034	0.006725	0.005479	0.318118	0.024667	0.019738	0.117688	0.094911	0.017879	0.007277	0.005902	0.037164	0.021850	0.314452
power	0.001339	0.001250	0.002830	0.000177	0.013772	0.000776	0.000177	0.003055	0.000676	0.000479	0.013633	0.025021	0.005903	0.006163	0.924749
generation	0.002992	0.001943	0.001869	0.000115	0.007379	0.000648	0.000324	0.001004	0.000672	0.000976	0.050612	0.023683	0.006311	0.008095	0.893377
sector	0.003529	0.002134	0.004485	0.000775	0.041067	0.002498	0.006641	0.010071	0.010695	0.011101	0.006359	0.011112	0.014430	0.017474	0.857630
.	0.005349	0.025427	0.072796	0.006223	0.154085	0.007834	0.011318	0.007972	0.003424	0.007864	0.004521	0.011801	0.011120	0.048833	0.621432
[SEP]	0.004714	0.001799	0.001369	0.000517	0.006099	0.001390	0.001358	0.000498	0.000328	0.000801	0.000326	0.001106	0.001523	0.006232	0.971940
