TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.001708	0.045582	0.119309	0.214739	0.088695	0.029941	0.033303	0.065085	0.142727	0.026526	0.003632	0.010899	0.089394	0.028798	0.099662
I	0.049025	0.044432	0.013134	0.006090	0.011719	0.004147	0.005917	0.020384	0.003461	0.001418	0.002835	0.002477	0.002536	0.020421	0.812005
heard	0.088687	0.001136	0.053698	0.005894	0.002299	0.000571	0.000347	0.002492	0.001156	0.000103	0.000477	0.000323	0.000267	0.015438	0.827111
from	0.045055	0.000680	0.005037	0.077807	0.018936	0.007006	0.002633	0.018737	0.002047	0.000087	0.000217	0.000148	0.000960	0.013979	0.806672
none	0.037460	0.000810	0.001782	0.005334	0.017964	0.002661	0.001953	0.002506	0.001973	0.000295	0.001002	0.000325	0.000411	0.007273	0.918250
of	0.025899	0.000261	0.000439	0.013363	0.030521	0.016203	0.005754	0.022699	0.008946	0.000572	0.000478	0.000332	0.006281	0.006716	0.861535
the	0.036311	0.001313	0.000919	0.013934	0.021555	0.016216	0.022575	0.032790	0.014747	0.002310	0.003288	0.001823	0.009614	0.008450	0.814155
representatives	0.052084	0.000498	0.005674	0.027544	0.025454	0.012673	0.004316	0.063925	0.016425	0.000571	0.000517	0.000394	0.002825	0.008152	0.778949
from	0.031660	0.000148	0.000570	0.005727	0.009551	0.006070	0.004127	0.037560	0.325238	0.048747	0.004744	0.005801	0.285493	0.007676	0.226887
the	0.041128	0.000409	0.000069	0.000146	0.003240	0.000958	0.001478	0.000979	0.028032	0.182198	0.021929	0.023760	0.092960	0.006883	0.595831
power	0.060285	0.000530	0.000197	0.000067	0.000581	0.000340	0.000566	0.000459	0.001456	0.008419	0.115732	0.141182	0.010800	0.009469	0.649917
generation	0.042831	0.000693	0.000197	0.000173	0.000682	0.000470	0.000780	0.001326	0.002347	0.007554	0.052798	0.191873	0.013362	0.008579	0.676335
sector	0.078277	0.000151	0.000119	0.000358	0.002999	0.002167	0.001316	0.002340	0.015087	0.027407	0.003555	0.007479	0.135858	0.005277	0.717610
.	0.047025	0.006220	0.011416	0.013570	0.005285	0.004235	0.006687	0.009610	0.014182	0.006064	0.004753	0.002155	0.011199	0.053782	0.803817
[SEP]	0.030041	0.006889	0.004440	0.002488	0.011919	0.003963	0.005740	0.005784	0.004530	0.005951	0.018861	0.011858	0.004458	0.033728	0.849349
