TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.752436	0.003722	0.011980	0.015931	0.018613	0.022314	0.008721	0.013860	0.015639	0.008521	0.019408	0.012521	0.003839	0.011758	0.080738
I	0.321959	0.237577	0.010726	0.015591	0.051145	0.021991	0.024347	0.030054	0.037134	0.044298	0.014836	0.039624	0.020837	0.039792	0.090089
heard	0.416753	0.020947	0.259039	0.014381	0.031168	0.015225	0.010811	0.058092	0.035963	0.015570	0.022917	0.031142	0.022650	0.019483	0.025860
from	0.580471	0.010788	0.014549	0.012921	0.039500	0.011377	0.026563	0.031010	0.036276	0.056127	0.022372	0.030729	0.037760	0.026134	0.063423
none	0.780900	0.025413	0.006281	0.007898	0.108060	0.006153	0.003070	0.011495	0.006959	0.004608	0.006895	0.008321	0.005594	0.005073	0.013279
of	0.470390	0.020842	0.027996	0.021155	0.058177	0.011562	0.021033	0.035080	0.029955	0.023960	0.042168	0.097304	0.052030	0.042174	0.046174
the	0.464644	0.041656	0.034608	0.038324	0.077463	0.028675	0.020273	0.049142	0.032610	0.033926	0.031216	0.027619	0.039996	0.045335	0.034511
representatives	0.490388	0.015630	0.015550	0.018876	0.016420	0.013889	0.004770	0.264222	0.015824	0.005348	0.015059	0.040843	0.053497	0.009956	0.019728
from	0.610563	0.019776	0.037542	0.032044	0.063483	0.011826	0.021325	0.028584	0.017403	0.020210	0.013771	0.016350	0.020534	0.015924	0.070664
the	0.446000	0.052503	0.054175	0.066409	0.087500	0.032597	0.031763	0.052172	0.026739	0.015221	0.029250	0.019901	0.024004	0.032386	0.029379
power	0.283455	0.026786	0.029083	0.036257	0.057802	0.029115	0.022866	0.031380	0.029400	0.023749	0.331189	0.035511	0.016684	0.032570	0.014153
generation	0.474661	0.036496	0.030068	0.055933	0.013143	0.049355	0.006894	0.046870	0.040940	0.006124	0.029992	0.172154	0.014113	0.010244	0.013013
sector	0.138852	0.017549	0.020016	0.016379	0.007293	0.007503	0.008005	0.030302	0.012373	0.003529	0.003905	0.015697	0.700380	0.011522	0.006693
.	0.659082	0.019883	0.030944	0.041616	0.063827	0.024401	0.019094	0.040400	0.025816	0.013550	0.007938	0.009225	0.011704	0.008056	0.024465
[SEP]	0.754805	0.036087	0.021648	0.033621	0.064469	0.028895	0.012863	0.006037	0.014736	0.004167	0.003009	0.002958	0.001212	0.001923	0.013572
