TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.185364	0.088997	0.098506	0.046664	0.086393	0.038448	0.038295	0.041316	0.046340	0.038333	0.031862	0.024842	0.047924	0.061797	0.124916
I	0.111861	0.466265	0.044186	0.012949	0.076013	0.006729	0.008487	0.071360	0.021324	0.012069	0.009626	0.026992	0.020539	0.033002	0.078599
heard	0.146401	0.566020	0.067050	0.009780	0.020024	0.007337	0.017357	0.030803	0.010653	0.016381	0.002799	0.017360	0.004299	0.074508	0.009227
from	0.589062	0.082416	0.020607	0.007583	0.013922	0.011546	0.013764	0.034026	0.009065	0.016874	0.020461	0.030015	0.027129	0.054435	0.069095
none	0.203696	0.198365	0.037921	0.066618	0.050420	0.043111	0.023630	0.025145	0.072636	0.027182	0.046431	0.021911	0.040840	0.077280	0.064814
of	0.536915	0.041224	0.034269	0.015919	0.029600	0.010449	0.015614	0.031408	0.017046	0.015994	0.050050	0.034722	0.017464	0.044611	0.104713
the	0.266608	0.089473	0.065752	0.042037	0.050120	0.036197	0.017954	0.036289	0.045361	0.021224	0.054202	0.031473	0.056870	0.050861	0.135580
representatives	0.450681	0.171208	0.011072	0.005656	0.002041	0.014936	0.015827	0.116503	0.007415	0.011769	0.019196	0.006862	0.017319	0.138076	0.011437
from	0.621107	0.115977	0.018890	0.005759	0.009670	0.010614	0.014001	0.023290	0.005360	0.016248	0.016052	0.018477	0.025203	0.053860	0.045493
the	0.225335	0.086743	0.068465	0.058488	0.058351	0.042944	0.024647	0.033168	0.057128	0.022695	0.057257	0.032661	0.059443	0.050630	0.122046
power	0.146234	0.126232	0.014288	0.015914	0.006728	0.042499	0.018621	0.079913	0.020785	0.024159	0.228009	0.169540	0.054221	0.046512	0.006344
generation	0.159968	0.173262	0.001944	0.024614	0.004714	0.042749	0.050661	0.027342	0.030013	0.075582	0.075142	0.161710	0.012662	0.142730	0.016908
sector	0.094184	0.122708	0.013222	0.016610	0.001870	0.023170	0.048978	0.142683	0.026338	0.055741	0.189298	0.068813	0.106015	0.084865	0.005505
.	0.356647	0.068345	0.071068	0.022713	0.069181	0.018434	0.016907	0.021354	0.020481	0.016940	0.029336	0.022111	0.023866	0.040470	0.202146
[SEP]	0.687793	0.051943	0.012740	0.006772	0.009846	0.012279	0.026622	0.008686	0.005980	0.023016	0.010349	0.009200	0.011804	0.085410	0.037559
