TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.300471	0.024605	0.023536	0.011619	0.002518	0.000943	0.003094	0.000918	0.000953	0.005353	0.002569	0.002434	0.002157	0.009487	0.609344
I	0.005980	0.018916	0.060053	0.022520	0.010852	0.000953	0.002862	0.001466	0.002084	0.006977	0.003203	0.001897	0.001561	0.008801	0.851874
heard	0.018484	0.042350	0.085231	0.043085	0.015924	0.002786	0.005771	0.003295	0.004301	0.005505	0.002197	0.001305	0.004085	0.013910	0.751770
from	0.009116	0.140096	0.263070	0.028720	0.016397	0.003447	0.004714	0.004365	0.002187	0.002745	0.001436	0.000896	0.001690	0.018468	0.502654
none	0.011286	0.172031	0.188173	0.163600	0.126623	0.012164	0.015577	0.021870	0.005242	0.005423	0.001104	0.000696	0.001790	0.022318	0.252105
of	0.015494	0.228027	0.052810	0.062145	0.050450	0.003222	0.010909	0.014458	0.003399	0.005793	0.000875	0.000811	0.002428	0.031877	0.517303
the	0.033848	0.292561	0.057399	0.046738	0.024835	0.001360	0.007042	0.005809	0.001264	0.004323	0.000604	0.001190	0.002681	0.046610	0.473738
representatives	0.016916	0.024793	0.015060	0.011248	0.005541	0.001382	0.003371	0.005279	0.005957	0.003809	0.001571	0.001270	0.004183	0.012118	0.887503
from	0.008925	0.054360	0.035709	0.006218	0.009956	0.011817	0.010115	0.006401	0.000982	0.001315	0.001866	0.001372	0.001319	0.013662	0.835981
the	0.034601	0.242166	0.063931	0.015192	0.003427	0.002225	0.004941	0.007942	0.001416	0.007013	0.006779	0.008853	0.008886	0.053788	0.538841
power	0.007152	0.008400	0.006626	0.001972	0.000685	0.000232	0.000491	0.001274	0.000841	0.001172	0.004042	0.002537	0.001070	0.006566	0.956939
generation	0.015803	0.002702	0.006093	0.002605	0.000608	0.000148	0.000355	0.001758	0.001072	0.002857	0.017418	0.008695	0.004274	0.005035	0.930577
sector	0.033783	0.010698	0.017787	0.011704	0.003363	0.000775	0.001691	0.007984	0.006416	0.013202	0.041683	0.020376	0.018462	0.017818	0.794258
.	0.010505	0.083279	0.259985	0.280904	0.168490	0.019342	0.022016	0.007924	0.009805	0.009825	0.020962	0.008897	0.006366	0.009911	0.081791
[SEP]	0.014428	0.003177	0.003911	0.001697	0.001640	0.000992	0.001483	0.001078	0.001708	0.003490	0.002337	0.001686	0.001707	0.006244	0.954422
