TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.066854	0.002305	0.053643	0.040805	0.041206	0.009460	0.026252	0.008093	0.016576	0.005606	0.000996	0.002855	0.003566	0.038700	0.683083
I	0.108385	0.088185	0.201541	0.075013	0.155791	0.011912	0.013616	0.008753	0.005805	0.005322	0.002378	0.004182	0.007433	0.046534	0.265151
heard	0.132199	0.026371	0.081826	0.135593	0.186540	0.015660	0.016960	0.008152	0.013495	0.004031	0.000656	0.001061	0.001792	0.038321	0.337343
from	0.254820	0.012539	0.034133	0.064659	0.124279	0.019671	0.032257	0.028234	0.022634	0.008848	0.001556	0.001489	0.005188	0.034890	0.354803
none	0.135385	0.010081	0.026514	0.033316	0.135109	0.032915	0.061333	0.050887	0.028434	0.013137	0.003784	0.005770	0.015599	0.049180	0.398555
of	0.162027	0.015023	0.027829	0.053670	0.075015	0.021696	0.049557	0.065856	0.047572	0.010199	0.004018	0.004088	0.013742	0.042053	0.407654
the	0.116953	0.017717	0.036236	0.070152	0.120161	0.046988	0.116748	0.076269	0.073493	0.017144	0.002537	0.002265	0.012363	0.058165	0.232810
representatives	0.182330	0.005438	0.014792	0.017489	0.022455	0.006349	0.007045	0.024254	0.058090	0.005907	0.004243	0.002457	0.007340	0.013906	0.627906
from	0.250838	0.003512	0.017867	0.012618	0.025850	0.005988	0.011317	0.034420	0.036746	0.015384	0.016292	0.010535	0.018586	0.031921	0.508128
the	0.162391	0.013419	0.030543	0.020485	0.088208	0.020864	0.095492	0.083131	0.042965	0.092283	0.019628	0.017546	0.072664	0.043526	0.196856
power	0.044682	0.002295	0.003017	0.001534	0.005355	0.000748	0.001762	0.005184	0.004684	0.008622	0.013028	0.013927	0.011602	0.006880	0.876680
generation	0.079018	0.002814	0.002841	0.001514	0.007822	0.001111	0.002317	0.004900	0.007602	0.012160	0.015785	0.015127	0.016905	0.009740	0.820344
sector	0.118345	0.004144	0.009011	0.004408	0.028237	0.006120	0.015417	0.038239	0.022664	0.051354	0.021011	0.018776	0.046047	0.026429	0.589797
.	0.083645	0.044407	0.035857	0.019830	0.079021	0.007361	0.012030	0.006578	0.005699	0.006909	0.002993	0.002934	0.005749	0.021568	0.665419
[SEP]	0.046190	0.007848	0.002151	0.000809	0.001892	0.000195	0.000183	0.000575	0.000766	0.001413	0.003221	0.002963	0.001185	0.003718	0.926893
