TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.009908	0.008505	0.006590	0.003628	0.003441	0.000862	0.002640	0.008208	0.001579	0.002243	0.005290	0.005964	0.010393	0.004114	0.926635
I	0.002025	0.073922	0.046235	0.011801	0.024357	0.003409	0.013053	0.065556	0.007599	0.009687	0.025428	0.039804	0.066965	0.027784	0.582373
heard	0.001452	0.062244	0.155997	0.059630	0.032481	0.010552	0.020975	0.036167	0.010953	0.007100	0.010272	0.009465	0.039561	0.049428	0.493723
from	0.001810	0.027742	0.326985	0.153646	0.045917	0.024378	0.052242	0.052654	0.019560	0.017469	0.003780	0.006521	0.022712	0.048188	0.196395
none	0.000922	0.050615	0.053786	0.086525	0.036513	0.040178	0.084478	0.044709	0.023370	0.047952	0.003399	0.008943	0.033416	0.036222	0.448971
of	0.001801	0.028785	0.115641	0.192201	0.069124	0.036187	0.057398	0.053190	0.039510	0.028087	0.005625	0.008168	0.047206	0.022284	0.294794
the	0.003369	0.074798	0.215130	0.138497	0.059789	0.026330	0.057962	0.077153	0.030833	0.040273	0.007814	0.012010	0.063260	0.032442	0.160340
representatives	0.003119	0.028011	0.029387	0.023963	0.035160	0.015897	0.018525	0.039780	0.014043	0.008169	0.012768	0.025893	0.055050	0.022422	0.667813
from	0.004830	0.019757	0.041421	0.055514	0.023929	0.022289	0.084510	0.077382	0.036146	0.040661	0.010403	0.010839	0.039885	0.062331	0.470102
the	0.006999	0.047540	0.046229	0.039304	0.030405	0.016002	0.089072	0.080326	0.065286	0.162011	0.037966	0.050179	0.094921	0.044642	0.189118
power	0.002789	0.011500	0.004547	0.001935	0.007915	0.001608	0.003146	0.009529	0.013032	0.018859	0.193530	0.160410	0.061360	0.015331	0.494509
generation	0.003861	0.010849	0.004337	0.002319	0.005574	0.000907	0.001726	0.007430	0.009372	0.013235	0.208188	0.168187	0.056833	0.010130	0.497051
sector	0.003132	0.018877	0.012621	0.010478	0.019173	0.005964	0.010215	0.030064	0.036926	0.050757	0.092106	0.202192	0.180769	0.009093	0.317633
.	0.002090	0.119669	0.033913	0.016394	0.018278	0.004092	0.011281	0.009295	0.009137	0.017330	0.027531	0.032191	0.033089	0.020963	0.644748
[SEP]	0.001214	0.000643	0.000219	0.000061	0.000222	0.000024	0.000071	0.000230	0.000105	0.000114	0.000506	0.000478	0.000445	0.000940	0.994729
