TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.052233	0.254792	0.141227	0.227060	0.042007	0.015294	0.019974	0.035723	0.015496	0.003543	0.001055	0.001090	0.003090	0.111607	0.075809
I	0.044330	0.101324	0.007798	0.003182	0.005303	0.000241	0.000192	0.001672	0.001612	0.001087	0.002549	0.001166	0.000586	0.012100	0.816858
heard	0.123910	0.106745	0.051582	0.021573	0.004396	0.000265	0.001115	0.004447	0.001637	0.004421	0.001604	0.001835	0.004880	0.061077	0.610512
from	0.079594	0.023344	0.022659	0.046449	0.008600	0.002236	0.014987	0.063470	0.004094	0.007935	0.001043	0.000635	0.012994	0.149951	0.562011
none	0.054230	0.011395	0.009791	0.041012	0.228618	0.039853	0.084312	0.085030	0.022397	0.012471	0.005316	0.010707	0.013353	0.013612	0.367902
of	0.011868	0.000982	0.001595	0.018635	0.114973	0.109615	0.350759	0.248029	0.021432	0.007869	0.000362	0.000347	0.011662	0.002965	0.098907
the	0.032156	0.001436	0.004680	0.031093	0.057342	0.012805	0.117112	0.097361	0.007815	0.027908	0.006013	0.005780	0.073925	0.032655	0.491920
representatives	0.046631	0.000724	0.001833	0.003793	0.005454	0.002672	0.023322	0.068229	0.003775	0.029831	0.018443	0.035378	0.452515	0.015338	0.292062
from	0.018255	0.005432	0.004820	0.007868	0.045352	0.060013	0.180136	0.383081	0.023791	0.007134	0.005445	0.003756	0.049539	0.014936	0.190443
the	0.026164	0.004377	0.001656	0.000426	0.003045	0.000579	0.002075	0.003418	0.001360	0.036542	0.062313	0.044321	0.374022	0.008916	0.430786
power	0.017199	0.001818	0.000399	0.000036	0.000433	0.000027	0.000046	0.000183	0.000268	0.005922	0.096336	0.081421	0.017353	0.002140	0.776416
generation	0.007974	0.000248	0.000126	0.000019	0.000153	0.000005	0.000005	0.000014	0.000071	0.001003	0.116931	0.066896	0.003170	0.001421	0.801966
sector	0.045848	0.000607	0.000386	0.000087	0.001630	0.000122	0.000205	0.000519	0.001051	0.013573	0.173758	0.126885	0.079603	0.006745	0.548982
.	0.366277	0.029712	0.025517	0.013104	0.026243	0.003407	0.005204	0.005177	0.001653	0.006265	0.005583	0.004479	0.005846	0.011007	0.490527
[SEP]	0.044942	0.020313	0.005419	0.003615	0.024407	0.007327	0.004347	0.004017	0.007292	0.016835	0.008055	0.003471	0.005854	0.015475	0.828630
