TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.134618	0.003355	0.085237	0.076552	0.008474	0.000750	0.003889	0.036739	0.008752	0.004141	0.006606	0.003354	0.015140	0.009248	0.603144
I	0.027451	0.032972	0.174174	0.089275	0.102400	0.017897	0.066109	0.075984	0.011251	0.060217	0.038223	0.022697	0.057043	0.016567	0.207741
heard	0.029763	0.029902	0.053153	0.139610	0.022757	0.004004	0.019566	0.227813	0.023150	0.016540	0.005466	0.003792	0.034768	0.012948	0.376769
from	0.016445	0.008970	0.037557	0.075166	0.016438	0.001314	0.006390	0.177717	0.017140	0.007492	0.003683	0.002631	0.024785	0.004797	0.599476
none	0.013958	0.014842	0.092078	0.084524	0.011641	0.004758	0.014207	0.122896	0.033001	0.008825	0.008056	0.006999	0.024024	0.009950	0.550241
of	0.012400	0.011226	0.041117	0.017692	0.009007	0.000594	0.003177	0.142941	0.014279	0.005932	0.011941	0.008419	0.041182	0.003778	0.676316
the	0.010741	0.009611	0.042815	0.021536	0.013951	0.000571	0.003505	0.278671	0.026554	0.008994	0.006879	0.005592	0.040786	0.002224	0.527570
representatives	0.005753	0.004324	0.021637	0.010828	0.003732	0.000119	0.000581	0.021498	0.003412	0.003730	0.030132	0.027099	0.023251	0.000801	0.843105
from	0.010853	0.005160	0.030954	0.010185	0.012888	0.000499	0.002608	0.085733	0.013190	0.019059	0.020600	0.029149	0.122639	0.002467	0.634015
the	0.006294	0.003232	0.036589	0.006834	0.014058	0.000938	0.004705	0.128112	0.016897	0.038562	0.120938	0.155565	0.198971	0.001092	0.267213
power	0.000947	0.000717	0.003087	0.000091	0.000425	0.000024	0.000031	0.001590	0.000150	0.000818	0.061087	0.065338	0.003575	0.000126	0.861993
generation	0.001163	0.001075	0.002211	0.000118	0.000343	0.000033	0.000035	0.001270	0.000189	0.000471	0.040061	0.022614	0.001376	0.000185	0.928856
sector	0.006202	0.002866	0.017603	0.002740	0.008472	0.001105	0.002050	0.036615	0.006589	0.010881	0.073122	0.051979	0.019047	0.001239	0.759490
.	0.019587	0.024533	0.090936	0.060535	0.127997	0.004056	0.014484	0.016859	0.003945	0.007646	0.003029	0.002571	0.012023	0.005617	0.606181
[SEP]	0.010290	0.008234	0.008008	0.003718	0.004661	0.003217	0.002824	0.006386	0.002598	0.004400	0.004515	0.003416	0.002348	0.004435	0.930949
