TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.059589	0.040423	0.033903	0.015499	0.018303	0.006504	0.006853	0.029904	0.004807	0.008532	0.042243	0.110061	0.578506	0.025664	0.019209
I	0.299752	0.184010	0.021965	0.014480	0.009119	0.007420	0.018208	0.014460	0.007332	0.022515	0.002878	0.004315	0.014556	0.214368	0.164622
heard	0.112439	0.088514	0.021877	0.034373	0.012376	0.033447	0.033370	0.018352	0.016246	0.035442	0.013065	0.008803	0.009735	0.083124	0.478835
from	0.184042	0.007916	0.002932	0.175804	0.001965	0.028934	0.016695	0.001993	0.142681	0.019493	0.001453	0.001977	0.002462	0.119012	0.292643
none	0.095972	0.008889	0.007380	0.090896	0.005941	0.060814	0.068447	0.007943	0.048570	0.052732	0.001392	0.002272	0.003105	0.048746	0.496902
of	0.163722	0.010502	0.007445	0.045574	0.009830	0.180010	0.085111	0.018871	0.087486	0.092021	0.006269	0.004551	0.005096	0.084845	0.198668
the	0.209363	0.010355	0.005365	0.014771	0.005438	0.029774	0.182733	0.015922	0.025193	0.219237	0.003558	0.003403	0.002668	0.086635	0.185584
representatives	0.142985	0.022119	0.012591	0.070508	0.003016	0.066106	0.074195	0.013592	0.147200	0.062639	0.005235	0.004843	0.002914	0.059509	0.312548
from	0.177704	0.004966	0.001326	0.128066	0.000996	0.023502	0.029924	0.003155	0.311730	0.038537	0.002617	0.003511	0.003082	0.080847	0.190037
the	0.186107	0.010358	0.004502	0.020425	0.007853	0.032429	0.173864	0.018183	0.041654	0.257176	0.003964	0.003492	0.003529	0.078750	0.157715
power	0.207079	0.010609	0.000405	0.015303	0.001084	0.011581	0.034046	0.001184	0.034557	0.056042	0.002100	0.004530	0.005240	0.063582	0.552658
generation	0.142525	0.004978	0.009415	0.083666	0.002532	0.023201	0.063739	0.006777	0.171237	0.061768	0.005512	0.009628	0.005015	0.037760	0.372246
sector	0.191823	0.007356	0.001243	0.014646	0.000735	0.007964	0.047433	0.002341	0.040812	0.066357	0.002658	0.001000	0.001040	0.081659	0.532935
.	0.163444	0.017689	0.040504	0.058661	0.064872	0.025734	0.017230	0.039530	0.037586	0.021400	0.009007	0.038606	0.067523	0.226768	0.171445
[SEP]	0.031758	0.004286	0.019396	0.006733	0.013821	0.006448	0.006898	0.050785	0.005155	0.007888	0.021178	0.022127	0.036046	0.010510	0.756971
