TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.006742	0.026894	0.122233	0.012061	0.377617	0.007806	0.004536	0.004692	0.003647	0.001365	0.008802	0.005882	0.002147	0.017583	0.397994
I	0.001993	0.015887	0.030285	0.004314	0.013358	0.001502	0.003312	0.001496	0.000951	0.000344	0.000101	0.000089	0.000531	0.008105	0.917731
heard	0.001217	0.033731	0.024094	0.001320	0.004476	0.002246	0.004848	0.001415	0.000486	0.000257	0.000200	0.000095	0.000195	0.008626	0.916794
from	0.006158	0.005696	0.513624	0.017946	0.000342	0.000244	0.000704	0.000625	0.000206	0.000088	0.000849	0.002138	0.000123	0.029833	0.421423
none	0.011238	0.003106	0.005876	0.078563	0.002112	0.001737	0.004233	0.005132	0.004858	0.000219	0.000165	0.000382	0.001254	0.010330	0.870795
of	0.024342	0.005441	0.215419	0.175595	0.004069	0.002210	0.007545	0.012259	0.003366	0.000103	0.000017	0.000303	0.000826	0.043173	0.505333
the	0.010882	0.002527	0.210636	0.110288	0.006310	0.007908	0.012610	0.020758	0.001881	0.000084	0.000090	0.000900	0.001489	0.019602	0.594035
representatives	0.014691	0.002130	0.024481	0.075634	0.005796	0.011838	0.025065	0.008734	0.004067	0.000283	0.000619	0.000858	0.001443	0.015173	0.809186
from	0.019728	0.005753	0.024853	0.027147	0.004948	0.011397	0.081899	0.098338	0.011267	0.006818	0.011929	0.010567	0.025133	0.086380	0.573844
the	0.017223	0.001672	0.002806	0.014587	0.009666	0.021915	0.056441	0.214604	0.062391	0.006502	0.005760	0.004342	0.063731	0.029426	0.488935
power	0.003636	0.000927	0.000910	0.001548	0.008315	0.002287	0.001189	0.004188	0.003268	0.000526	0.005360	0.002264	0.003230	0.003889	0.958463
generation	0.004315	0.000965	0.000302	0.002449	0.001654	0.002311	0.000233	0.000473	0.002845	0.001365	0.089084	0.023900	0.007947	0.003601	0.858555
sector	0.020793	0.001063	0.000736	0.004617	0.006598	0.001046	0.001601	0.008168	0.045705	0.012318	0.008796	0.014257	0.018714	0.011991	0.843596
.	0.009460	0.012333	0.051366	0.006484	0.058996	0.004531	0.007017	0.007494	0.006144	0.002716	0.002580	0.002702	0.004133	0.013678	0.810367
[SEP]	0.004248	0.002258	0.003082	0.004214	0.001879	0.001561	0.003390	0.006059	0.003439	0.001370	0.000642	0.000719	0.000694	0.002539	0.963907
