TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.021376	0.000479	0.010251	0.002034	0.001078	0.000147	0.000682	0.000437	0.000075	0.000171	0.000073	0.000294	0.000375	0.001772	0.960754
I	0.002660	0.014385	0.039155	0.016721	0.015025	0.001249	0.003084	0.001826	0.002737	0.003375	0.000292	0.000358	0.001242	0.007613	0.890278
heard	0.008256	0.103218	0.061113	0.021468	0.067001	0.003848	0.009326	0.012051	0.004865	0.003078	0.000267	0.000247	0.002208	0.024519	0.678534
from	0.001294	0.019768	0.292560	0.035477	0.010615	0.001371	0.003055	0.002768	0.000775	0.000278	0.000116	0.000181	0.000138	0.013955	0.617648
none	0.001349	0.037271	0.080254	0.042763	0.020002	0.002503	0.005653	0.004489	0.004080	0.000963	0.000294	0.000487	0.002181	0.026116	0.771594
of	0.001745	0.022932	0.040013	0.072904	0.054413	0.000547	0.002680	0.003413	0.005919	0.000869	0.000133	0.000280	0.001654	0.011483	0.781013
the	0.002040	0.038280	0.049001	0.027950	0.056478	0.001309	0.003017	0.005505	0.001750	0.000613	0.000123	0.000237	0.002639	0.015451	0.795606
representatives	0.003832	0.020328	0.089007	0.088903	0.033604	0.002068	0.007663	0.007460	0.003378	0.001135	0.000489	0.000876	0.003876	0.008394	0.728989
from	0.001823	0.002184	0.009075	0.015540	0.005282	0.000766	0.010486	0.035153	0.012197	0.006489	0.002077	0.003753	0.008728	0.005504	0.880944
the	0.005222	0.015275	0.016957	0.036794	0.041868	0.005621	0.016284	0.048147	0.115493	0.027912	0.002418	0.003568	0.039074	0.013156	0.612211
power	0.015761	0.002212	0.001540	0.005218	0.006349	0.001075	0.003323	0.006641	0.012396	0.012970	0.013071	0.019559	0.090444	0.010359	0.799081
generation	0.033525	0.004270	0.002344	0.004132	0.004709	0.003683	0.005957	0.010998	0.023885	0.033089	0.026302	0.025330	0.113343	0.018848	0.689586
sector	0.015969	0.007488	0.013544	0.008442	0.027702	0.008225	0.015409	0.055407	0.078163	0.063459	0.007810	0.008090	0.018258	0.020858	0.651176
.	0.005615	0.040379	0.018782	0.008670	0.013858	0.001100	0.003056	0.002526	0.002464	0.001760	0.000410	0.000627	0.001432	0.009087	0.890232
[SEP]	0.152013	0.025909	0.004042	0.007592	0.005338	0.004117	0.004767	0.002484	0.006695	0.007505	0.008857	0.007802	0.006508	0.088341	0.668030
