TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.134535	0.004594	0.073605	0.072799	0.017741	0.004625	0.009736	0.006655	0.004610	0.007910	0.002429	0.005474	0.003030	0.005503	0.646752
I	0.011357	0.037740	0.163577	0.210500	0.167298	0.006793	0.011570	0.002917	0.005035	0.005418	0.001109	0.001387	0.001258	0.083388	0.290653
heard	0.014732	0.008324	0.031383	0.221992	0.305571	0.012549	0.028778	0.017722	0.014545	0.006463	0.001532	0.001558	0.001765	0.044689	0.288397
from	0.012655	0.003978	0.006224	0.006844	0.488947	0.067638	0.099196	0.065032	0.034750	0.023966	0.001498	0.000772	0.003987	0.032878	0.151633
none	0.027397	0.007756	0.006858	0.003816	0.121539	0.037681	0.094661	0.036175	0.010027	0.035053	0.002529	0.002181	0.005243	0.073375	0.535710
of	0.010992	0.008414	0.006098	0.002676	0.465220	0.015997	0.046450	0.036177	0.044846	0.031398	0.002146	0.001069	0.003318	0.023278	0.301920
the	0.010178	0.010700	0.009619	0.004282	0.381833	0.010746	0.015897	0.031011	0.079936	0.035640	0.004061	0.002713	0.008640	0.027169	0.367575
representatives	0.006846	0.008694	0.002626	0.002326	0.040475	0.005178	0.006308	0.013180	0.057725	0.055796	0.005421	0.006401	0.008939	0.024059	0.756027
from	0.019288	0.005332	0.001865	0.000141	0.087834	0.008716	0.014222	0.024146	0.006562	0.256083	0.026060	0.019711	0.145680	0.022596	0.361763
the	0.012969	0.004872	0.001803	0.000305	0.014237	0.000410	0.000737	0.002952	0.003184	0.063195	0.049891	0.072011	0.182275	0.006621	0.584536
power	0.004467	0.004087	0.004425	0.002084	0.001612	0.000159	0.000360	0.001211	0.003041	0.003359	0.010586	0.021490	0.008667	0.018270	0.916181
generation	0.005120	0.003312	0.002964	0.001973	0.004911	0.000150	0.000258	0.001738	0.002480	0.002693	0.020309	0.027659	0.012772	0.032733	0.880927
sector	0.010434	0.005307	0.002572	0.000528	0.005796	0.000208	0.000346	0.001805	0.002205	0.009759	0.022394	0.028306	0.017010	0.010480	0.882852
.	0.150859	0.021004	0.101083	0.050219	0.181268	0.016595	0.019534	0.020411	0.009466	0.016817	0.008374	0.014783	0.014006	0.005877	0.369704
[SEP]	0.015523	0.003558	0.001084	0.001539	0.001642	0.000823	0.001092	0.000961	0.000829	0.001886	0.002090	0.002149	0.002659	0.003535	0.960630
