TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.226692	0.058829	0.022307	0.010513	0.007493	0.015219	0.007662	0.020530	0.009651	0.009211	0.022469	0.021843	0.012380	0.060178	0.495023
I	0.082695	0.314285	0.039130	0.084924	0.022110	0.040410	0.045116	0.024072	0.057123	0.037304	0.006092	0.004028	0.016336	0.096758	0.129617
heard	0.044221	0.056879	0.216964	0.163707	0.029029	0.054013	0.045757	0.061486	0.058325	0.041812	0.001200	0.000485	0.015999	0.047675	0.162447
from	0.052356	0.021558	0.274346	0.032631	0.073690	0.035379	0.036078	0.060018	0.035044	0.027757	0.002529	0.002720	0.015168	0.041215	0.289512
none	0.027572	0.007991	0.025694	0.057812	0.116342	0.033343	0.062327	0.054223	0.066529	0.020327	0.002006	0.000616	0.007230	0.034894	0.483092
of	0.068667	0.006527	0.032841	0.033789	0.073242	0.020477	0.075864	0.058888	0.066163	0.077443	0.003400	0.006114	0.024884	0.086935	0.364766
the	0.096475	0.005178	0.029716	0.026483	0.080350	0.026552	0.086742	0.115362	0.068199	0.090071	0.010337	0.008351	0.081204	0.064252	0.210727
representatives	0.119720	0.007365	0.116207	0.080981	0.030509	0.035808	0.031515	0.160431	0.069409	0.024762	0.003909	0.006861	0.076399	0.070704	0.165421
from	0.014824	0.003531	0.159347	0.031140	0.018229	0.022487	0.042489	0.135146	0.081245	0.060045	0.020320	0.037718	0.161102	0.014284	0.198093
the	0.025749	0.005558	0.037280	0.027710	0.034476	0.025459	0.107827	0.109637	0.110602	0.119993	0.033242	0.042735	0.150651	0.025968	0.143112
power	0.024585	0.002180	0.005736	0.003739	0.002637	0.006265	0.027215	0.012590	0.031805	0.066342	0.114371	0.164098	0.037721	0.023746	0.476970
generation	0.030415	0.004821	0.014843	0.006657	0.004949	0.011190	0.018115	0.036785	0.034687	0.022805	0.096389	0.018360	0.027194	0.025040	0.647750
sector	0.045525	0.004054	0.061705	0.011959	0.023106	0.034565	0.089473	0.067401	0.058202	0.056774	0.114387	0.043455	0.057364	0.023373	0.308656
.	0.102550	0.051342	0.012836	0.012635	0.017744	0.005372	0.010143	0.012068	0.015698	0.011616	0.021841	0.011855	0.015123	0.041320	0.657860
[SEP]	0.007510	0.001749	0.000182	0.000249	0.000233	0.000222	0.000771	0.000423	0.000283	0.000894	0.001927	0.002786	0.001900	0.001029	0.979842
