TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.032217	0.002918	0.038109	0.003079	0.006768	0.000576	0.002493	0.013792	0.000963	0.002184	0.001704	0.005323	0.013555	0.005338	0.870980
I	0.014710	0.011664	0.152863	0.057578	0.034185	0.005815	0.011760	0.015936	0.005551	0.006669	0.000727	0.000678	0.003007	0.012434	0.666423
heard	0.001559	0.002674	0.094480	0.068193	0.017770	0.003787	0.003835	0.021974	0.007422	0.001252	0.000392	0.000191	0.002496	0.006144	0.767831
from	0.005105	0.011546	0.167929	0.022927	0.043895	0.004909	0.014963	0.102868	0.004346	0.002417	0.002722	0.004216	0.002230	0.015061	0.594867
none	0.005250	0.001235	0.170589	0.063570	0.014662	0.008529	0.044151	0.091878	0.005231	0.001149	0.002075	0.000944	0.002889	0.009853	0.577993
of	0.003626	0.002030	0.212533	0.042798	0.038544	0.006481	0.083874	0.437906	0.021195	0.003057	0.000904	0.000614	0.006275	0.007833	0.132330
the	0.005370	0.001639	0.093423	0.024668	0.066595	0.006452	0.032792	0.543529	0.031766	0.005128	0.001332	0.000801	0.024620	0.006241	0.155645
representatives	0.000840	0.000588	0.008361	0.020373	0.014634	0.002049	0.003099	0.009336	0.008925	0.001978	0.003087	0.002185	0.007709	0.002789	0.914047
from	0.003714	0.001112	0.010953	0.003050	0.033353	0.001340	0.009366	0.232151	0.009509	0.008487	0.005667	0.004458	0.019681	0.009380	0.647780
the	0.008166	0.001049	0.012644	0.009581	0.031209	0.003196	0.014227	0.186756	0.033532	0.024593	0.018401	0.015698	0.326512	0.012898	0.301540
power	0.000596	0.000225	0.001893	0.001003	0.000459	0.000396	0.000886	0.005364	0.001387	0.002176	0.008749	0.056898	0.005943	0.002396	0.911631
generation	0.000931	0.000313	0.001886	0.002358	0.000655	0.000804	0.000686	0.009141	0.002458	0.001684	0.024869	0.025771	0.015567	0.002245	0.910635
sector	0.001921	0.000800	0.010803	0.002470	0.008990	0.000429	0.001705	0.092239	0.005771	0.002236	0.004697	0.004349	0.021592	0.004405	0.837593
.	0.005312	0.005350	0.033923	0.006506	0.020225	0.002169	0.005802	0.013189	0.002078	0.002722	0.000552	0.000673	0.002247	0.006767	0.892486
[SEP]	0.004385	0.002669	0.006955	0.004063	0.002022	0.000920	0.001680	0.002974	0.000931	0.000744	0.000953	0.001440	0.000741	0.005305	0.964218
