TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.016133	0.012598	0.005039	0.009694	0.000657	0.000065	0.000607	0.001317	0.002683	0.000553	0.000204	0.000596	0.000347	0.087261	0.862244
I	0.011001	0.014678	0.019107	0.058026	0.014026	0.003556	0.006445	0.007329	0.014804	0.002462	0.000703	0.000563	0.005513	0.030692	0.811097
heard	0.015014	0.079244	0.009795	0.008945	0.001454	0.000391	0.002717	0.001645	0.000705	0.000610	0.000997	0.000993	0.002332	0.010817	0.864342
from	0.012520	0.045893	0.044204	0.021352	0.004148	0.000445	0.002227	0.012999	0.000686	0.000207	0.000163	0.000211	0.001952	0.002836	0.850156
none	0.013357	0.007798	0.026348	0.402074	0.031563	0.007442	0.012642	0.018354	0.005449	0.000649	0.000177	0.000094	0.000921	0.002503	0.470629
of	0.005337	0.003126	0.017868	0.443689	0.389690	0.006875	0.003193	0.007145	0.002503	0.000136	0.000074	0.000018	0.000277	0.000518	0.119552
the	0.009679	0.002232	0.014106	0.541616	0.207916	0.054062	0.012096	0.010048	0.024722	0.000889	0.000082	0.000046	0.000244	0.000771	0.121491
representatives	0.026166	0.012173	0.013345	0.070073	0.133335	0.043886	0.076133	0.023643	0.039157	0.009173	0.007954	0.008043	0.008281	0.002400	0.526239
from	0.019392	0.013546	0.006904	0.031172	0.017474	0.005938	0.037751	0.051329	0.027103	0.010501	0.006284	0.002969	0.005522	0.001920	0.762196
the	0.018614	0.001710	0.003794	0.075198	0.090817	0.022708	0.013233	0.066290	0.521212	0.068825	0.003159	0.002630	0.006680	0.003116	0.102014
power	0.028554	0.002291	0.003799	0.006145	0.026081	0.010852	0.019564	0.029700	0.157018	0.268408	0.020301	0.010697	0.007933	0.002853	0.405802
generation	0.025045	0.003441	0.001998	0.004596	0.006234	0.003697	0.011006	0.015571	0.097978	0.350880	0.093004	0.035949	0.016406	0.005182	0.329011
sector	0.061503	0.001789	0.005395	0.007529	0.016337	0.002644	0.005984	0.049955	0.194815	0.086684	0.030384	0.084068	0.039490	0.006218	0.407206
.	0.040548	0.024119	0.008470	0.008644	0.006952	0.001572	0.003579	0.015239	0.019170	0.004857	0.003584	0.008306	0.076572	0.100109	0.678279
[SEP]	0.014242	0.019880	0.006610	0.009242	0.002461	0.002860	0.014427	0.006220	0.004160	0.006577	0.005097	0.008945	0.004971	0.003467	0.890841
