TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.257371	0.053737	0.020256	0.023483	0.026143	0.037192	0.044261	0.037593	0.037127	0.053381	0.031233	0.044497	0.074768	0.114198	0.144761
I	0.079595	0.399693	0.049402	0.029906	0.016981	0.028892	0.067486	0.024023	0.035314	0.062533	0.011150	0.013577	0.012468	0.093273	0.075708
heard	0.096412	0.075563	0.373668	0.031813	0.033092	0.009273	0.038323	0.027671	0.032299	0.036052	0.031238	0.030805	0.014800	0.060945	0.108044
from	0.060797	0.028088	0.032261	0.174719	0.029759	0.036852	0.057538	0.051933	0.271142	0.067808	0.017197	0.026715	0.027165	0.060478	0.057549
none	0.102165	0.041780	0.029093	0.057024	0.168811	0.041109	0.048344	0.028936	0.071880	0.050567	0.030606	0.025916	0.059127	0.067212	0.177431
of	0.098718	0.023409	0.027851	0.058281	0.041369	0.092694	0.073846	0.049702	0.118208	0.095305	0.047095	0.050436	0.039633	0.094725	0.088727
the	0.068888	0.040581	0.028607	0.037971	0.048236	0.039546	0.119307	0.051395	0.076410	0.116773	0.074796	0.074084	0.055552	0.091338	0.076517
representatives	0.070918	0.024583	0.015250	0.031632	0.007387	0.013183	0.037189	0.421655	0.046494	0.040858	0.039057	0.021035	0.062784	0.094845	0.073130
from	0.063249	0.036019	0.031270	0.150685	0.025429	0.032860	0.045930	0.061101	0.231240	0.055192	0.028371	0.036927	0.032332	0.082389	0.087006
the	0.080184	0.035838	0.031826	0.051319	0.057135	0.043266	0.096427	0.048934	0.079284	0.103153	0.083325	0.078250	0.044871	0.085521	0.080666
power	0.138840	0.018346	0.005798	0.014131	0.013691	0.010737	0.026101	0.003909	0.015699	0.022727	0.456444	0.039515	0.017832	0.077399	0.138831
generation	0.108202	0.024011	0.008677	0.015222	0.011264	0.007607	0.022644	0.007235	0.019219	0.021048	0.162811	0.363753	0.069014	0.060689	0.098603
sector	0.245510	0.014183	0.004843	0.020277	0.007329	0.016446	0.031994	0.027770	0.019523	0.025753	0.046283	0.014539	0.181097	0.132307	0.212145
.	0.169514	0.056830	0.034126	0.042128	0.040039	0.033138	0.044651	0.052040	0.041693	0.045868	0.048170	0.047195	0.052580	0.128554	0.163474
[SEP]	0.365018	0.017061	0.015415	0.017367	0.017411	0.022980	0.024442	0.028409	0.020024	0.022305	0.046988	0.022404	0.044642	0.060505	0.275027
