TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.097128	0.035289	0.034677	0.017306	0.047860	0.004081	0.004083	0.132365	0.007546	0.004364	0.021679	0.032715	0.336225	0.012301	0.212382
I	0.258732	0.017134	0.031806	0.046863	0.070896	0.003949	0.007796	0.056987	0.011218	0.005835	0.038290	0.054343	0.313126	0.045215	0.037809
heard	0.314145	0.068355	0.111267	0.049358	0.046319	0.027637	0.016164	0.123114	0.020573	0.010896	0.015511	0.008030	0.052525	0.014746	0.121359
from	0.082129	0.032603	0.122607	0.037477	0.036909	0.035379	0.017180	0.068527	0.018906	0.018163	0.019005	0.016545	0.068426	0.047934	0.378210
none	0.099797	0.019719	0.037461	0.027525	0.014919	0.033146	0.017415	0.049243	0.013036	0.021538	0.003369	0.002174	0.013025	0.036215	0.611419
of	0.223676	0.050799	0.073810	0.063472	0.123860	0.025753	0.014733	0.054631	0.033754	0.016432	0.009655	0.006901	0.037329	0.055593	0.209602
the	0.278030	0.075597	0.046519	0.034021	0.025251	0.030813	0.014851	0.073403	0.023758	0.016862	0.015491	0.010523	0.154777	0.038098	0.162005
representatives	0.234471	0.018390	0.088077	0.005280	0.005207	0.010292	0.016766	0.032518	0.006439	0.016065	0.118954	0.025695	0.094068	0.045186	0.282591
from	0.245653	0.036088	0.050319	0.017639	0.012943	0.027440	0.018481	0.061215	0.013352	0.021187	0.022017	0.020617	0.088823	0.053244	0.310982
the	0.345416	0.089279	0.032699	0.023674	0.020403	0.025373	0.011866	0.062504	0.014680	0.013501	0.013548	0.008589	0.128730	0.045427	0.164310
power	0.550958	0.050963	0.005487	0.004786	0.002397	0.003528	0.009407	0.013914	0.002494	0.013061	0.007578	0.007997	0.076554	0.061922	0.188956
generation	0.410514	0.057803	0.002155	0.004003	0.004718	0.012647	0.030563	0.004983	0.002301	0.043957	0.007240	0.003035	0.010852	0.112609	0.292623
sector	0.439762	0.151425	0.005417	0.009750	0.003284	0.011154	0.010934	0.015691	0.007002	0.014814	0.057028	0.021698	0.046533	0.067228	0.138281
.	0.184272	0.184435	0.042156	0.048821	0.054094	0.023098	0.027905	0.035000	0.012437	0.021562	0.018379	0.018888	0.143010	0.035204	0.150740
[SEP]	0.009643	0.004413	0.000562	0.001395	0.000619	0.003212	0.004888	0.000411	0.000959	0.010339	0.000631	0.000197	0.000327	0.049676	0.912726
