TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.010861	0.007063	0.002172	0.007653	0.006649	0.008700	0.007358	0.004916	0.007503	0.006574	0.001066	0.004812	0.029148	0.312734	0.582791
I	0.168856	0.011505	0.001348	0.003832	0.000990	0.000537	0.002451	0.000541	0.000476	0.000632	0.000069	0.000891	0.004231	0.096973	0.706667
heard	0.012913	0.663211	0.001048	0.002580	0.000214	0.000017	0.001261	0.000212	0.000047	0.000065	0.000019	0.000130	0.000054	0.006334	0.311893
from	0.000338	0.003053	0.980377	0.000384	0.000676	0.000003	0.000027	0.005213	0.000006	0.000001	0.000000	0.000006	0.000012	0.000059	0.009844
none	0.002705	0.002606	0.001946	0.866251	0.004613	0.005496	0.008204	0.000579	0.001102	0.000156	0.000002	0.000015	0.000199	0.001663	0.104461
of	0.000848	0.000262	0.003928	0.004295	0.932025	0.029753	0.004923	0.009915	0.000723	0.000122	0.000023	0.000024	0.000047	0.000150	0.012961
the	0.000773	0.000347	0.000546	0.127267	0.107276	0.694836	0.007718	0.001318	0.017077	0.000353	0.000037	0.000050	0.000023	0.000841	0.041538
representatives	0.009896	0.044901	0.007787	0.024388	0.039312	0.010584	0.337637	0.011717	0.010877	0.011735	0.007657	0.028375	0.002108	0.013729	0.439297
from	0.000791	0.001577	0.003597	0.000044	0.004419	0.000099	0.001733	0.616725	0.001991	0.000871	0.000154	0.000500	0.002994	0.001542	0.362963
the	0.000513	0.000154	0.000045	0.010965	0.010966	0.028425	0.001023	0.008655	0.642592	0.013929	0.001930	0.001300	0.002746	0.005065	0.271693
power	0.087439	0.003259	0.000341	0.000569	0.002390	0.002452	0.005524	0.007826	0.090792	0.288868	0.020179	0.026251	0.005451	0.033490	0.425170
generation	0.003155	0.002174	0.000108	0.000153	0.000142	0.000226	0.000486	0.001519	0.021610	0.012972	0.810742	0.073051	0.005465	0.006916	0.061279
sector	0.000048	0.000102	0.000020	0.000005	0.000003	0.000001	0.000059	0.000216	0.000186	0.000511	0.025635	0.797610	0.005865	0.000948	0.168791
.	0.004423	0.003033	0.000875	0.000914	0.000230	0.000161	0.000356	0.002492	0.004199	0.003208	0.002595	0.021150	0.100112	0.062675	0.793579
[SEP]	0.002869	0.000844	0.000184	0.000400	0.000212	0.000499	0.000674	0.000054	0.000179	0.000722	0.000481	0.001723	0.000705	0.011522	0.978930
