TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.155483	0.007556	0.019304	0.068016	0.010288	0.040578	0.275667	0.008033	0.060194	0.245417	0.025239	0.012189	0.009460	0.037486	0.025090
I	0.013016	0.011283	0.257829	0.045465	0.207628	0.024010	0.020794	0.138928	0.037166	0.014643	0.054573	0.027520	0.030950	0.028580	0.087614
heard	0.004068	0.011819	0.026368	0.035274	0.220261	0.008356	0.018781	0.239278	0.031234	0.013664	0.057023	0.144171	0.141723	0.014997	0.032984
from	0.001388	0.041656	0.073929	0.045932	0.178688	0.060268	0.053408	0.208740	0.040994	0.041850	0.037283	0.032793	0.097542	0.022356	0.063173
none	0.007410	0.040513	0.214926	0.068560	0.060521	0.024478	0.062281	0.156247	0.060662	0.041861	0.049294	0.082207	0.034019	0.051174	0.045849
of	0.000997	0.035242	0.022532	0.083563	0.209011	0.117898	0.091857	0.089390	0.095692	0.077606	0.015002	0.022397	0.048957	0.024513	0.065343
the	0.001640	0.087068	0.045173	0.064626	0.111749	0.283539	0.037688	0.068045	0.077305	0.035420	0.013623	0.024452	0.048354	0.021936	0.079382
representatives	0.003766	0.035626	0.053473	0.024526	0.019924	0.031687	0.049497	0.065732	0.029918	0.047104	0.057875	0.197035	0.333878	0.032616	0.017342
from	0.001235	0.037041	0.047301	0.035261	0.114350	0.055719	0.049513	0.206431	0.048417	0.055170	0.048010	0.040923	0.143247	0.029172	0.088210
the	0.001580	0.090795	0.036658	0.055562	0.088122	0.224792	0.031909	0.057031	0.085249	0.038241	0.018622	0.031221	0.066071	0.031452	0.142694
power	0.001036	0.048685	0.043526	0.014929	0.091219	0.022169	0.012279	0.163028	0.018993	0.013485	0.038483	0.165908	0.293108	0.029779	0.043373
generation	0.003901	0.065608	0.073286	0.005883	0.054083	0.010341	0.005608	0.314216	0.007250	0.007211	0.087270	0.038138	0.257903	0.021821	0.047481
sector	0.011548	0.018001	0.050814	0.008998	0.034624	0.011036	0.016194	0.213270	0.012708	0.021875	0.181355	0.134299	0.229573	0.012960	0.042747
.	0.001776	0.011138	0.008706	0.056445	0.033474	0.042211	0.096730	0.016702	0.078953	0.141213	0.025713	0.015033	0.082570	0.161367	0.227968
[SEP]	0.216269	0.005234	0.026734	0.063815	0.023066	0.031152	0.115337	0.017245	0.074504	0.144064	0.038070	0.028648	0.036333	0.125549	0.053978
