TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.639456	0.004397	0.000732	0.008677	0.000947	0.035648	0.003977	0.000850	0.008287	0.004156	0.001680	0.002309	0.002118	0.109631	0.177136
I	0.687714	0.069895	0.059900	0.005181	0.024160	0.020484	0.008215	0.018854	0.004372	0.009360	0.008875	0.012713	0.004312	0.032871	0.033096
heard	0.253838	0.134449	0.091032	0.024022	0.160877	0.032046	0.024600	0.065857	0.013683	0.019246	0.081457	0.026413	0.007518	0.040380	0.024584
from	0.795453	0.016043	0.023754	0.002101	0.013829	0.011329	0.019947	0.008882	0.001719	0.021737	0.006973	0.006059	0.003038	0.021742	0.047395
none	0.640027	0.010253	0.008509	0.041238	0.005477	0.077272	0.006105	0.001371	0.026539	0.006146	0.001526	0.004257	0.002679	0.144774	0.023827
of	0.650232	0.011011	0.009688	0.007663	0.007974	0.018281	0.048903	0.012216	0.006851	0.049234	0.002100	0.005270	0.001731	0.066793	0.102055
the	0.721143	0.013000	0.006648	0.006495	0.004370	0.021242	0.021344	0.006601	0.006011	0.022896	0.010745	0.007917	0.002054	0.060012	0.089524
representatives	0.125535	0.070768	0.118412	0.023141	0.013918	0.013633	0.007412	0.087160	0.027526	0.006661	0.017080	0.276432	0.095197	0.028562	0.088563
from	0.767517	0.021192	0.033237	0.002150	0.016910	0.010385	0.015596	0.016972	0.001857	0.017316	0.010098	0.010295	0.004874	0.018835	0.052766
the	0.663447	0.013977	0.008082	0.007492	0.004998	0.024213	0.030240	0.008306	0.007361	0.031447	0.017633	0.011740	0.002918	0.072295	0.095852
power	0.109244	0.028838	0.068000	0.004203	0.009545	0.005877	0.000647	0.011566	0.005970	0.000990	0.175306	0.493505	0.020987	0.009713	0.055608
generation	0.016375	0.002431	0.002086	0.001057	0.001132	0.001740	0.001227	0.001842	0.001084	0.001447	0.933403	0.025679	0.001035	0.003135	0.006326
sector	0.059438	0.006077	0.004325	0.002596	0.002524	0.004266	0.001005	0.011033	0.003926	0.001170	0.471269	0.357562	0.034748	0.007080	0.032980
.	0.398329	0.013448	0.005624	0.013433	0.005841	0.058943	0.090885	0.004975	0.012792	0.095854	0.004536	0.004853	0.002693	0.169726	0.118067
[SEP]	0.002242	0.000107	0.000043	0.000433	0.000051	0.002734	0.504759	0.000055	0.000335	0.480819	0.000166	0.000014	0.000008	0.007164	0.001071
