TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.027254	0.028115	0.020628	0.006341	0.004737	0.000889	0.001325	0.007222	0.002627	0.001406	0.003782	0.014557	0.014834	0.005981	0.860302
I	0.002533	0.207361	0.019852	0.012431	0.025156	0.001674	0.002180	0.002137	0.001534	0.002630	0.003467	0.004246	0.006759	0.041245	0.666795
heard	0.002022	0.021114	0.060574	0.022490	0.009176	0.001776	0.003828	0.038078	0.010046	0.007481	0.000995	0.003408	0.018428	0.015389	0.785195
from	0.002164	0.014114	0.062753	0.008049	0.004741	0.001884	0.006037	0.128963	0.018618	0.015263	0.003304	0.006768	0.046964	0.011691	0.668687
none	0.004121	0.017174	0.047854	0.012197	0.007301	0.002750	0.011442	0.025791	0.013268	0.009011	0.001385	0.001935	0.005005	0.009287	0.831479
of	0.001665	0.025551	0.047964	0.005183	0.015141	0.000801	0.004211	0.022528	0.006786	0.002841	0.001648	0.004089	0.014184	0.004977	0.842433
the	0.001260	0.027920	0.042202	0.001829	0.012011	0.000629	0.001788	0.041635	0.004390	0.003672	0.003980	0.015139	0.043630	0.002532	0.797385
representatives	0.000690	0.014014	0.008918	0.002729	0.007587	0.000347	0.002081	0.007602	0.006919	0.020763	0.017742	0.064918	0.166573	0.000623	0.678495
from	0.001497	0.005023	0.002945	0.000200	0.004509	0.000615	0.003329	0.038877	0.005994	0.022568	0.031736	0.043806	0.210262	0.005070	0.623570
the	0.001284	0.007672	0.004372	0.000355	0.005273	0.000497	0.000811	0.014617	0.005609	0.013956	0.059416	0.199322	0.197795	0.003084	0.485936
power	0.001305	0.001760	0.002166	0.000207	0.000388	0.000057	0.000043	0.000325	0.000145	0.000364	0.135808	0.058438	0.005768	0.001607	0.791618
generation	0.002633	0.003264	0.002362	0.000646	0.000226	0.000075	0.000073	0.000490	0.000268	0.000696	0.397713	0.072394	0.005236	0.005199	0.508725
sector	0.003273	0.004029	0.013001	0.000928	0.001722	0.000231	0.000169	0.004477	0.001510	0.002589	0.303876	0.290874	0.013338	0.002359	0.357624
.	0.003426	0.106742	0.049900	0.023751	0.014013	0.002796	0.006651	0.006388	0.003697	0.006182	0.000896	0.001817	0.006654	0.015257	0.751831
[SEP]	0.017580	0.008361	0.003742	0.001817	0.001793	0.000508	0.000689	0.000640	0.000538	0.001511	0.000563	0.000578	0.001189	0.009284	0.951206
