TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.821058	0.015384	0.015912	0.014192	0.018013	0.014493	0.011520	0.012859	0.011714	0.009588	0.009757	0.010492	0.007118	0.012562	0.015338
I	0.000948	0.016420	0.789643	0.042839	0.094905	0.016388	0.007914	0.002005	0.000890	0.002462	0.002529	0.000690	0.001527	0.002054	0.018786
heard	0.010512	0.059937	0.029077	0.635099	0.171680	0.050687	0.008429	0.007333	0.018191	0.000598	0.003792	0.000665	0.000738	0.001148	0.002114
from	0.007600	0.028817	0.130387	0.050870	0.639096	0.077592	0.018930	0.025176	0.005779	0.003264	0.001338	0.003168	0.000666	0.004790	0.002526
none	0.004794	0.011203	0.036325	0.078346	0.014016	0.730334	0.081347	0.015400	0.011800	0.010056	0.003600	0.000184	0.000792	0.000879	0.000924
of	0.003130	0.004687	0.066791	0.032545	0.235331	0.040175	0.334773	0.215950	0.025460	0.008706	0.018486	0.009048	0.000460	0.002332	0.002125
the	0.004445	0.001287	0.006358	0.013906	0.106300	0.045498	0.035801	0.692049	0.041511	0.014689	0.018582	0.010268	0.006173	0.000697	0.002435
representatives	0.055555	0.001138	0.000751	0.007745	0.009680	0.063594	0.127471	0.056120	0.462916	0.086209	0.113399	0.006833	0.006067	0.002168	0.000356
from	0.006926	0.000713	0.008604	0.000799	0.017283	0.037278	0.037097	0.268468	0.052718	0.373612	0.108766	0.055673	0.005008	0.015150	0.011905
the	0.004333	0.000794	0.000806	0.001368	0.001906	0.003076	0.012264	0.074320	0.074212	0.045452	0.551562	0.100139	0.053939	0.038324	0.037506
power	0.016446	0.000515	0.001943	0.000963	0.004069	0.001093	0.006999	0.064280	0.040820	0.093483	0.027518	0.501600	0.195272	0.019548	0.025451
generation	0.029498	0.001158	0.000708	0.001571	0.001047	0.001262	0.000660	0.010940	0.035545	0.042388	0.598781	0.006011	0.098864	0.052314	0.119253
sector	0.193146	0.002208	0.002329	0.000468	0.000740	0.000611	0.003166	0.002744	0.006522	0.047527	0.152112	0.070321	0.022996	0.277541	0.217569
.	0.000280	0.000294	0.000933	0.000246	0.000119	0.000074	0.000092	0.000134	0.000159	0.001846	0.001666	0.004531	0.009813	0.016959	0.962854
[SEP]	0.387691	0.001529	0.000391	0.001144	0.001832	0.000073	0.000043	0.000073	0.000715	0.000170	0.004046	0.005072	0.010538	0.162846	0.423838
