TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.751533	0.022902	0.008412	0.013504	0.012475	0.016846	0.011987	0.004630	0.012608	0.015900	0.016957	0.010763	0.009835	0.033584	0.058065
I	0.978882	0.010647	0.001153	0.004594	0.003538	0.000141	0.000002	0.000005	0.000053	0.000019	0.000003	0.000009	0.000803	0.000060	0.000090
heard	0.907705	0.082178	0.001708	0.001250	0.000932	0.004162	0.000730	0.000000	0.000010	0.000102	0.000026	0.000001	0.000010	0.001055	0.000131
from	0.140055	0.006668	0.815185	0.018557	0.009735	0.000837	0.006346	0.000083	0.000000	0.000007	0.000122	0.000006	0.000001	0.000008	0.002391
none	0.105733	0.000131	0.002052	0.885415	0.004192	0.000780	0.001000	0.000473	0.000128	0.000001	0.000014	0.000009	0.000003	0.000002	0.000067
of	0.030708	0.000332	0.000083	0.004461	0.949858	0.006871	0.000812	0.001906	0.004721	0.000101	0.000006	0.000012	0.000125	0.000002	0.000000
the	0.022552	0.000323	0.000100	0.000466	0.003101	0.963836	0.003551	0.000428	0.004593	0.000794	0.000230	0.000000	0.000011	0.000012	0.000004
representatives	0.266304	0.000089	0.000457	0.001035	0.000423	0.015800	0.685296	0.011919	0.005816	0.002640	0.009951	0.000146	0.000006	0.000031	0.000086
from	0.060212	0.000000	0.000019	0.000394	0.003948	0.000129	0.003472	0.913815	0.009550	0.001149	0.001942	0.005058	0.000298	0.000000	0.000014
the	0.009547	0.000004	0.000000	0.000013	0.000441	0.000333	0.000050	0.001941	0.980636	0.002267	0.000516	0.000538	0.003650	0.000063	0.000000
power	0.108413	0.000674	0.000022	0.000004	0.000059	0.009338	0.002749	0.000732	0.032297	0.817071	0.006873	0.001899	0.003497	0.015695	0.000679
generation	0.224443	0.000048	0.000012	0.000011	0.000001	0.000025	0.001249	0.001143	0.001372	0.009442	0.690930	0.038957	0.003273	0.009976	0.019120
sector	0.316297	0.000006	0.000007	0.000093	0.000020	0.000000	0.000100	0.002647	0.002782	0.001634	0.009532	0.650017	0.009198	0.002491	0.005177
.	0.529315	0.000268	0.000002	0.000004	0.000066	0.000017	0.000001	0.000015	0.001564	0.002668	0.001167	0.007890	0.423898	0.027834	0.005291
[SEP]	0.974133	0.001023	0.000005	0.000000	0.000001	0.000001	0.000001	0.000000	0.000002	0.000084	0.000319	0.000043	0.000149	0.020219	0.004020
