TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.006577	0.411596	0.110301	0.052353	0.014288	0.012297	0.026577	0.032440	0.016734	0.024936	0.030193	0.015996	0.025455	0.077259	0.142999
I	0.101203	0.037174	0.018169	0.009757	0.002598	0.003137	0.004650	0.001419	0.002524	0.002206	0.000087	0.000134	0.000337	0.087806	0.728800
heard	0.124837	0.044090	0.019788	0.013863	0.002045	0.002173	0.006791	0.006079	0.002075	0.001875	0.000080	0.000105	0.000169	0.061580	0.714448
from	0.069519	0.026974	0.014264	0.149122	0.003208	0.021153	0.033380	0.008457	0.022219	0.004763	0.000090	0.000058	0.000539	0.059761	0.586493
none	0.034117	0.025134	0.017552	0.035907	0.050333	0.026232	0.055069	0.035335	0.012544	0.009719	0.000173	0.000118	0.002290	0.046172	0.649304
of	0.091209	0.005297	0.004781	0.029179	0.027454	0.107416	0.082189	0.032536	0.031767	0.010917	0.000133	0.000166	0.002544	0.057889	0.516522
the	0.194286	0.018987	0.012782	0.053509	0.010877	0.044741	0.109209	0.036422	0.035891	0.023474	0.000795	0.000882	0.005420	0.073695	0.379030
representatives	0.076179	0.020740	0.023138	0.035337	0.008055	0.016721	0.045840	0.014241	0.019226	0.012616	0.000697	0.000842	0.002213	0.096761	0.627394
from	0.125714	0.005667	0.003071	0.034741	0.005423	0.046624	0.124118	0.037946	0.069704	0.037380	0.001140	0.002276	0.017784	0.083756	0.404655
the	0.257363	0.010136	0.001859	0.009565	0.003685	0.020548	0.113782	0.026862	0.025498	0.071516	0.004943	0.005489	0.021755	0.104238	0.322761
power	0.087327	0.002451	0.000405	0.000962	0.001445	0.002189	0.008134	0.006034	0.006146	0.027324	0.120301	0.116439	0.020468	0.039407	0.560968
generation	0.152098	0.005419	0.000706	0.001039	0.000950	0.002265	0.011614	0.004578	0.007134	0.038555	0.102378	0.101167	0.041426	0.091587	0.439084
sector	0.106045	0.004151	0.000515	0.000762	0.001522	0.003117	0.014777	0.004022	0.003977	0.026023	0.005288	0.005355	0.033324	0.085952	0.705171
.	0.073702	0.144003	0.023702	0.027251	0.008779	0.005220	0.014048	0.007196	0.009025	0.015028	0.008601	0.013560	0.012307	0.168489	0.469088
[SEP]	0.023530	0.005871	0.006016	0.005007	0.005032	0.003642	0.002829	0.009836	0.012193	0.004224	0.011407	0.011250	0.005641	0.010095	0.883427
