TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.000004	0.000019	0.000086	0.000098	0.000026	0.000231	0.000330	0.000002	0.000080	0.000308	0.000000	0.000001	0.000001	0.000001	0.998811
I	0.066624	0.403751	0.045165	0.009937	0.032391	0.030907	0.023157	0.067782	0.010952	0.025216	0.076408	0.065662	0.074986	0.017724	0.049338
heard	0.032146	0.131769	0.039888	0.085683	0.057248	0.055446	0.026237	0.042644	0.093274	0.028182	0.126156	0.058727	0.078572	0.092356	0.051671
from	0.096901	0.024688	0.025241	0.063458	0.066262	0.083204	0.050679	0.020693	0.060041	0.054580	0.023227	0.043274	0.020020	0.353116	0.014618
none	0.021230	0.063432	0.090155	0.174902	0.028135	0.109408	0.058213	0.061175	0.187526	0.057974	0.036582	0.045727	0.040592	0.015146	0.009804
of	0.012424	0.006322	0.013240	0.072646	0.044883	0.024284	0.026143	0.009308	0.065548	0.026119	0.011141	0.013702	0.017333	0.652039	0.004867
the	0.030364	0.007787	0.011597	0.048323	0.016653	0.022925	0.007993	0.010117	0.047542	0.008138	0.008829	0.005910	0.010408	0.759175	0.004240
representatives	0.004421	0.027872	0.086722	0.030476	0.015140	0.031320	0.015159	0.289439	0.034298	0.014758	0.055114	0.138323	0.233253	0.015900	0.007808
from	0.070443	0.020878	0.030702	0.065427	0.072065	0.081328	0.056557	0.024557	0.062439	0.062248	0.027469	0.050912	0.022551	0.339903	0.012520
the	0.025922	0.008436	0.011431	0.045118	0.016373	0.019948	0.008343	0.009433	0.045357	0.008412	0.009202	0.006043	0.010287	0.771225	0.004470
power	0.015708	0.020558	0.056305	0.008832	0.032787	0.013377	0.004835	0.180517	0.010543	0.004829	0.067179	0.122242	0.447810	0.009779	0.004699
generation	0.010902	0.010319	0.080884	0.014562	0.042608	0.028615	0.004801	0.146420	0.016156	0.004990	0.115658	0.124270	0.382097	0.011942	0.005777
sector	0.105682	0.163872	0.074332	0.028240	0.016025	0.016621	0.011221	0.325045	0.032066	0.011125	0.087685	0.024676	0.080611	0.020418	0.002382
.	0.016189	0.004883	0.011021	0.031955	0.011386	0.014887	0.007053	0.003536	0.028729	0.007302	0.004213	0.005360	0.003463	0.848922	0.001103
[SEP]	0.079509	0.024660	0.055819	0.118009	0.037460	0.047455	0.211201	0.005139	0.107636	0.212238	0.006252	0.011384	0.002824	0.048350	0.032063
