TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.043481	0.052834	0.096145	0.028165	0.008530	0.011373	0.013698	0.006357	0.004804	0.019245	0.006634	0.005464	0.004741	0.055032	0.643499
I	0.054941	0.015371	0.049868	0.028363	0.001991	0.021349	0.035986	0.006688	0.008990	0.026616	0.008231	0.001671	0.007023	0.079409	0.653502
heard	0.002503	0.021085	0.001132	0.922785	0.000008	0.002133	0.000921	0.000135	0.026885	0.000448	0.000111	0.000005	0.000005	0.003235	0.018610
from	0.061826	0.001742	0.732459	0.000015	0.000516	0.002537	0.003785	0.003935	0.000012	0.004217	0.000007	0.000455	0.000142	0.038337	0.150015
none	0.068578	0.008403	0.075223	0.066730	0.035635	0.042418	0.059673	0.002713	0.021982	0.019415	0.001973	0.000634	0.000379	0.068710	0.527533
of	0.058467	0.012672	0.152019	0.010760	0.092768	0.012885	0.032909	0.036757	0.009364	0.052901	0.002344	0.007071	0.002699	0.088116	0.428268
the	0.049824	0.012740	0.078645	0.009007	0.205758	0.044674	0.031708	0.027241	0.014712	0.041941	0.006786	0.011220	0.003784	0.085772	0.376188
representatives	0.041105	0.001745	0.065338	0.003744	0.002258	0.037408	0.093248	0.023873	0.161433	0.038017	0.004112	0.003921	0.000916	0.043630	0.479253
from	0.042449	0.000931	0.645708	0.000015	0.003384	0.010878	0.014474	0.063816	0.000082	0.017983	0.000048	0.002049	0.000823	0.039974	0.157387
the	0.051106	0.013620	0.046050	0.008992	0.070917	0.041878	0.038602	0.055701	0.027471	0.080197	0.023725	0.015935	0.010223	0.083869	0.431714
power	0.019110	0.000420	0.000450	0.000016	0.002786	0.000511	0.001017	0.000130	0.000188	0.005452	0.000844	0.835254	0.007580	0.019784	0.106459
generation	0.057622	0.000466	0.000104	0.005424	0.000052	0.002443	0.006020	0.000908	0.058831	0.015628	0.395581	0.012595	0.001180	0.066360	0.376786
sector	0.045759	0.001412	0.000289	0.001148	0.000421	0.001872	0.021180	0.041218	0.015479	0.150341	0.101649	0.002970	0.027025	0.055275	0.533963
.	0.053321	0.055965	0.053128	0.042423	0.012738	0.025025	0.024276	0.013172	0.012145	0.041295	0.010795	0.006090	0.015144	0.068342	0.566141
[SEP]	0.036649	0.023346	0.008165	0.011385	0.002976	0.006976	0.015239	0.020646	0.012707	0.021235	0.017340	0.007196	0.008834	0.038903	0.768402
