TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.561029	0.078288	0.006900	0.002266	0.012614	0.005226	0.004823	0.031808	0.004627	0.004958	0.020651	0.014457	0.052709	0.013924	0.185720
I	0.081123	0.175929	0.364539	0.002999	0.031994	0.005827	0.003413	0.045428	0.003943	0.002269	0.023711	0.054355	0.153011	0.017844	0.033615
heard	0.135329	0.061319	0.060014	0.040555	0.065949	0.055843	0.029235	0.036685	0.045087	0.028604	0.064412	0.055304	0.053813	0.128616	0.139235
from	0.252036	0.046416	0.061183	0.016466	0.022453	0.067685	0.056917	0.026195	0.015257	0.054331	0.024000	0.018354	0.015219	0.085553	0.237935
none	0.148413	0.144735	0.039192	0.039103	0.054751	0.073551	0.036333	0.022200	0.027816	0.030355	0.041666	0.021072	0.056759	0.108182	0.155871
of	0.289746	0.022163	0.012691	0.022574	0.009790	0.021760	0.020913	0.010070	0.029926	0.023465	0.023348	0.007983	0.008141	0.105173	0.392257
the	0.193254	0.197400	0.037046	0.022971	0.037406	0.033155	0.025166	0.040555	0.030205	0.028187	0.039256	0.036151	0.046245	0.094886	0.138117
representatives	0.203793	0.130698	0.083264	0.013996	0.029400	0.015563	0.032895	0.077900	0.022672	0.027546	0.061596	0.043396	0.051807	0.067252	0.138223
from	0.243727	0.070191	0.095795	0.011061	0.048236	0.030277	0.030353	0.061872	0.010654	0.028293	0.029622	0.042016	0.063647	0.075792	0.158464
the	0.231674	0.142976	0.047615	0.021312	0.037856	0.028849	0.026445	0.040664	0.028030	0.028676	0.036795	0.034597	0.053616	0.093200	0.147696
power	0.099157	0.013531	0.068611	0.002051	0.030427	0.005004	0.005374	0.190053	0.005368	0.005534	0.048364	0.196650	0.282918	0.020424	0.026534
generation	0.170091	0.024252	0.048801	0.016383	0.020638	0.031110	0.010474	0.048185	0.022984	0.012249	0.147903	0.079589	0.114562	0.120401	0.132377
sector	0.171056	0.060323	0.049733	0.003577	0.029779	0.014892	0.014984	0.179678	0.009853	0.014418	0.097404	0.141105	0.121957	0.039207	0.052033
.	0.199404	0.071419	0.012946	0.069922	0.011244	0.112763	0.040873	0.008565	0.060542	0.044742	0.010608	0.009223	0.016084	0.099719	0.231947
[SEP]	0.266603	0.006417	0.001508	0.017208	0.000462	0.042336	0.066564	0.001151	0.021008	0.087059	0.003062	0.001458	0.000667	0.091497	0.393001
