TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.732759	0.044801	0.027922	0.043232	0.012714	0.030461	0.022258	0.007564	0.015681	0.008126	0.018587	0.003667	0.005126	0.017253	0.009849
I	0.089101	0.001795	0.905488	0.000369	0.000042	0.000055	0.000474	0.000000	0.000000	0.000001	0.000014	0.000000	0.000000	0.000006	0.002654
heard	0.002278	0.000009	0.000077	0.997578	0.000035	0.000001	0.000005	0.000014	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000001
from	0.002567	0.000033	0.000005	0.002236	0.995049	0.000075	0.000012	0.000007	0.000015	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
none	0.000712	0.001146	0.000010	0.000054	0.000695	0.997199	0.000108	0.000001	0.000024	0.000050	0.000000	0.000000	0.000000	0.000000	0.000000
of	0.002741	0.000008	0.000092	0.000014	0.000012	0.000453	0.996314	0.000109	0.000002	0.000012	0.000244	0.000000	0.000000	0.000000	0.000000
the	0.001537	0.000000	0.000013	0.000376	0.000033	0.000018	0.001248	0.996238	0.000136	0.000005	0.000137	0.000257	0.000001	0.000000	0.000001
representatives	0.015715	0.000000	0.000000	0.000007	0.000042	0.000264	0.000060	0.002476	0.979972	0.000571	0.000012	0.000212	0.000669	0.000000	0.000000
from	0.006974	0.000001	0.000000	0.000000	0.000010	0.000352	0.000300	0.000037	0.001392	0.990661	0.000184	0.000037	0.000028	0.000024	0.000001
the	0.005153	0.000001	0.000001	0.000000	0.000000	0.000011	0.000433	0.000100	0.000114	0.002753	0.989106	0.001393	0.000057	0.000073	0.000804
power	0.007464	0.000000	0.000000	0.000002	0.000001	0.000000	0.000026	0.000922	0.000161	0.000119	0.000660	0.988894	0.001276	0.000074	0.000402
generation	0.018389	0.000000	0.000000	0.000000	0.000004	0.000001	0.000000	0.000004	0.001099	0.000619	0.000120	0.005678	0.972993	0.000744	0.000349
sector	0.145022	0.000812	0.000000	0.000000	0.000001	0.000005	0.000001	0.000000	0.000002	0.004180	0.000377	0.000370	0.004355	0.841619	0.003256
.	0.008769	0.000000	0.000013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000224	0.000195	0.000009	0.000220	0.990570
[SEP]	0.999640	0.000000	0.000000	0.000008	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.000085	0.000013	0.000004	0.000243
