TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.040126	0.001806	0.009852	0.002020	0.005474	0.000239	0.000276	0.005031	0.005363	0.002153	0.000968	0.001633	0.017104	0.161253	0.746701
I	0.007366	0.015966	0.008325	0.003219	0.001313	0.000139	0.000447	0.001306	0.000292	0.000206	0.000191	0.000501	0.002526	0.079562	0.878640
heard	0.016820	0.214688	0.033419	0.009178	0.002139	0.000700	0.001573	0.000980	0.000354	0.000399	0.000443	0.000663	0.000506	0.169148	0.548990
from	0.010700	0.153918	0.169807	0.026322	0.005693	0.000747	0.002712	0.000756	0.000098	0.000081	0.000173	0.000306	0.000341	0.034289	0.594057
none	0.030127	0.041966	0.073692	0.421104	0.139417	0.005524	0.014502	0.005015	0.001871	0.000404	0.000098	0.000247	0.002230	0.047224	0.216579
of	0.008115	0.002080	0.046587	0.794208	0.080938	0.013286	0.006088	0.002054	0.003688	0.000078	0.000030	0.000044	0.000598	0.006555	0.035651
the	0.015792	0.005794	0.094807	0.340407	0.346436	0.056395	0.011326	0.005595	0.006824	0.000133	0.000046	0.000058	0.000974	0.012062	0.103351
representatives	0.019242	0.013020	0.122798	0.324393	0.264603	0.040625	0.050787	0.008193	0.007666	0.000608	0.000345	0.000380	0.002231	0.011373	0.133735
from	0.018833	0.009033	0.074439	0.227905	0.162371	0.023958	0.068445	0.026437	0.008250	0.000724	0.001214	0.002313	0.009486	0.017198	0.349393
the	0.015391	0.004457	0.011185	0.039989	0.112310	0.012194	0.009833	0.072031	0.643927	0.016208	0.000941	0.001521	0.018068	0.011867	0.030079
power	0.008128	0.013946	0.014631	0.016197	0.024083	0.002483	0.009944	0.137238	0.154010	0.156394	0.031024	0.042109	0.104224	0.041745	0.243843
generation	0.012101	0.011361	0.011922	0.015111	0.020180	0.002658	0.009208	0.078301	0.232496	0.235514	0.028939	0.040183	0.074340	0.024224	0.203463
sector	0.006055	0.002524	0.006123	0.003284	0.029131	0.002750	0.003496	0.050212	0.556554	0.215246	0.007385	0.006375	0.020144	0.006282	0.084439
.	0.026052	0.023762	0.111845	0.018496	0.034510	0.004996	0.004625	0.006204	0.010629	0.004225	0.004718	0.005441	0.031196	0.154941	0.558361
[SEP]	0.024744	0.013720	0.005720	0.003790	0.003165	0.002278	0.005315	0.005052	0.003541	0.013735	0.015042	0.022335	0.013432	0.032147	0.835983
