TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.837682	0.000422	0.002935	0.003304	0.000259	0.137593	0.000247	0.002889	0.003903	0.000303	0.001145	0.003957	0.000488	0.004470	0.000403
I	0.038855	0.029965	0.099430	0.036529	0.096830	0.028020	0.034643	0.175163	0.031556	0.033782	0.077091	0.079903	0.116703	0.038745	0.082787
heard	0.036372	0.044200	0.073801	0.024858	0.157192	0.017008	0.004630	0.116220	0.027014	0.004608	0.020757	0.298023	0.128832	0.010814	0.035672
from	0.014665	0.030040	0.099158	0.044586	0.119227	0.018815	0.058769	0.107893	0.048079	0.056024	0.032072	0.122282	0.104466	0.020776	0.123147
none	0.159715	0.052590	0.039650	0.022649	0.055885	0.050777	0.033600	0.132298	0.026573	0.032764	0.033133	0.145921	0.103888	0.028167	0.082389
of	0.028787	0.023166	0.066385	0.058595	0.082235	0.027372	0.053047	0.135467	0.060674	0.047493	0.042590	0.108353	0.114613	0.013269	0.137954
the	0.014418	0.054875	0.060429	0.037792	0.041315	0.033967	0.051547	0.174563	0.043388	0.050132	0.033499	0.143791	0.095536	0.074272	0.090474
representatives	0.030689	0.019450	0.069745	0.041647	0.082168	0.023244	0.008261	0.164579	0.050780	0.006831	0.050115	0.204413	0.149231	0.008090	0.090757
from	0.012516	0.027352	0.099486	0.037024	0.103166	0.013214	0.056833	0.109269	0.043350	0.056441	0.030271	0.118523	0.122311	0.020375	0.149867
the	0.015063	0.052219	0.058622	0.038864	0.039511	0.031655	0.054092	0.156948	0.046794	0.053875	0.035657	0.136274	0.100795	0.074423	0.105207
power	0.030716	0.028604	0.139147	0.011060	0.104997	0.008243	0.009646	0.107594	0.013738	0.009295	0.048461	0.171103	0.243363	0.004706	0.069328
generation	0.057296	0.017606	0.116723	0.040009	0.243658	0.033918	0.026774	0.069381	0.040634	0.025028	0.040602	0.022812	0.022179	0.006748	0.236634
sector	0.003711	0.007164	0.011369	0.017058	0.206780	0.012015	0.030746	0.192812	0.017545	0.029830	0.251710	0.081053	0.032203	0.004237	0.101768
.	0.008304	0.023248	0.010832	0.056449	0.007489	0.132232	0.037380	0.036393	0.072548	0.045191	0.023940	0.016110	0.016966	0.478982	0.033936
[SEP]	0.170094	0.005272	0.008766	0.030004	0.003076	0.200734	0.008465	0.012105	0.040192	0.011257	0.011260	0.012062	0.013405	0.454889	0.018420
