TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.070821	0.004464	0.005437	0.000750	0.000396	0.000307	0.000654	0.000798	0.000821	0.000785	0.000391	0.000593	0.000386	0.018436	0.894960
I	0.004306	0.046436	0.007104	0.002600	0.001419	0.000415	0.001547	0.001065	0.000197	0.000096	0.000346	0.001757	0.002730	0.026118	0.903864
heard	0.012101	0.215531	0.039946	0.020864	0.007116	0.002503	0.003549	0.000686	0.000281	0.000059	0.000464	0.001369	0.000864	0.042979	0.651689
from	0.009608	0.125482	0.396227	0.038520	0.016901	0.003731	0.011519	0.002093	0.000155	0.000076	0.000419	0.001055	0.000803	0.035231	0.358179
none	0.021493	0.106270	0.122328	0.420373	0.053383	0.011244	0.052376	0.009454	0.001319	0.000115	0.000319	0.001267	0.000855	0.034240	0.164965
of	0.007199	0.063169	0.097675	0.677114	0.020205	0.006178	0.032328	0.012351	0.000490	0.000034	0.000058	0.000457	0.000744	0.017504	0.064494
the	0.032510	0.090798	0.236020	0.349393	0.015797	0.012456	0.043696	0.016869	0.001741	0.000198	0.000222	0.000675	0.001163	0.050661	0.147801
representatives	0.011165	0.024068	0.218401	0.402963	0.034474	0.018150	0.055578	0.026810	0.004735	0.000427	0.000636	0.001734	0.002417	0.025623	0.172820
from	0.004121	0.009872	0.176173	0.168661	0.144162	0.101290	0.271575	0.042828	0.001130	0.000128	0.001188	0.002883	0.003756	0.007697	0.064537
the	0.086281	0.070697	0.148178	0.103461	0.058475	0.014889	0.050015	0.100446	0.069906	0.007129	0.002830	0.004324	0.019477	0.072326	0.191567
power	0.018575	0.008942	0.053126	0.015653	0.030749	0.010973	0.019398	0.089339	0.031933	0.029202	0.015940	0.021389	0.162566	0.059070	0.433146
generation	0.021260	0.006549	0.053832	0.032868	0.020983	0.007138	0.026445	0.100902	0.081304	0.080427	0.015473	0.022471	0.162800	0.057967	0.309582
sector	0.020880	0.004481	0.042925	0.064200	0.037640	0.017721	0.045613	0.230805	0.135877	0.030768	0.004868	0.003958	0.023022	0.032833	0.304409
.	0.036010	0.106404	0.188847	0.088598	0.037370	0.015429	0.029659	0.004463	0.021617	0.012031	0.006888	0.006805	0.005581	0.091481	0.348818
[SEP]	0.005275	0.002420	0.001647	0.000218	0.000404	0.000200	0.000586	0.000543	0.000284	0.000535	0.000426	0.000966	0.001016	0.005006	0.980474
