TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.021629	0.056780	0.043363	0.070835	0.082816	0.021209	0.030682	0.086517	0.080334	0.037484	0.054812	0.052849	0.045337	0.045083	0.270271
I	0.019156	0.028761	0.013515	0.027219	0.039941	0.010081	0.013796	0.026121	0.016612	0.008854	0.021045	0.017637	0.012037	0.042684	0.702542
heard	0.019683	0.017178	0.007005	0.014361	0.027000	0.006730	0.009565	0.013800	0.019673	0.012692	0.025069	0.025446	0.011648	0.028134	0.762016
from	0.058292	0.032014	0.019265	0.044189	0.127987	0.020734	0.024949	0.028403	0.054241	0.033586	0.040070	0.036210	0.016807	0.041513	0.421740
none	0.038066	0.018315	0.016041	0.040209	0.054681	0.008187	0.009850	0.018973	0.022185	0.008288	0.015540	0.012179	0.008387	0.031103	0.697996
of	0.051376	0.029378	0.020008	0.089772	0.086686	0.031514	0.027008	0.048188	0.066280	0.019601	0.036391	0.029819	0.024569	0.051429	0.387982
the	0.061910	0.017612	0.021884	0.061395	0.062651	0.022751	0.024809	0.038858	0.045549	0.019918	0.023766	0.026197	0.023185	0.044995	0.504521
representatives	0.031650	0.013555	0.008358	0.016654	0.052776	0.012189	0.013387	0.016516	0.024104	0.019599	0.019633	0.027180	0.016098	0.039572	0.688730
from	0.061264	0.027622	0.034655	0.043226	0.111970	0.017272	0.019506	0.043323	0.040317	0.027764	0.038849	0.037430	0.025264	0.044055	0.427483
the	0.044117	0.020140	0.029566	0.036834	0.072139	0.026562	0.021916	0.037493	0.038973	0.024130	0.026400	0.026388	0.031564	0.044804	0.518972
power	0.040633	0.023519	0.022712	0.020838	0.061804	0.018533	0.024931	0.031744	0.034842	0.049338	0.040402	0.037271	0.046325	0.042321	0.504786
generation	0.030818	0.028116	0.020407	0.023758	0.057672	0.023115	0.024142	0.033543	0.046201	0.052009	0.037012	0.032936	0.035667	0.038933	0.515672
sector	0.025784	0.028002	0.015412	0.019129	0.053123	0.017535	0.015408	0.016743	0.023334	0.027211	0.030076	0.024126	0.016780	0.043630	0.643706
.	0.144219	0.057925	0.048115	0.077432	0.063495	0.021705	0.024725	0.052062	0.028646	0.023253	0.042794	0.034575	0.033026	0.034331	0.313697
[SEP]	0.066212	0.062770	0.073818	0.079889	0.074310	0.076101	0.071044	0.071816	0.070033	0.058543	0.061508	0.060889	0.071377	0.062392	0.039298
