TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.007607	0.172674	0.021461	0.031947	0.021194	0.004594	0.013366	0.028112	0.012220	0.005183	0.006153	0.003897	0.007119	0.154754	0.509718
I	0.015892	0.034566	0.100360	0.236714	0.060387	0.041526	0.162807	0.036605	0.056565	0.045136	0.075503	0.023494	0.023706	0.056349	0.030390
heard	0.022985	0.070912	0.102975	0.055805	0.028496	0.004823	0.028699	0.033106	0.029109	0.025216	0.036435	0.020217	0.016211	0.050343	0.474668
from	0.021512	0.056710	0.088057	0.036559	0.008375	0.003506	0.018257	0.026939	0.014267	0.027656	0.049676	0.029005	0.023216	0.036492	0.559774
none	0.015374	0.054222	0.048281	0.016361	0.007234	0.001299	0.008313	0.027677	0.011816	0.018011	0.042329	0.047381	0.042482	0.019400	0.639820
of	0.010465	0.152534	0.061659	0.022946	0.013202	0.001623	0.012930	0.028127	0.011531	0.025232	0.032208	0.031211	0.037985	0.030094	0.528253
the	0.009104	0.259510	0.117007	0.076872	0.033625	0.007477	0.039841	0.038459	0.040961	0.043786	0.075114	0.067093	0.037779	0.057898	0.095476
representatives	0.023763	0.081570	0.129705	0.058532	0.011853	0.004452	0.022504	0.028473	0.023199	0.036217	0.075604	0.064117	0.039209	0.076035	0.324767
from	0.037327	0.042481	0.076921	0.052687	0.023162	0.005088	0.021167	0.021485	0.025491	0.019734	0.079986	0.054793	0.041560	0.044745	0.453373
the	0.019242	0.060396	0.087336	0.133173	0.055508	0.022619	0.077098	0.043512	0.092539	0.059905	0.077307	0.073457	0.072956	0.090508	0.034445
power	0.077689	0.068655	0.048217	0.069741	0.033419	0.010892	0.047491	0.084607	0.099409	0.056913	0.012956	0.014793	0.049652	0.101821	0.223744
generation	0.074103	0.050534	0.031067	0.052905	0.040177	0.009932	0.043189	0.074977	0.092214	0.059269	0.014643	0.011333	0.058538	0.158872	0.228248
sector	0.039990	0.044694	0.026962	0.024905	0.020108	0.005075	0.021358	0.047176	0.047119	0.049620	0.045184	0.070739	0.094989	0.116690	0.345393
.	0.100855	0.065362	0.079528	0.093368	0.081868	0.013414	0.052042	0.064406	0.053461	0.031386	0.070782	0.044193	0.031391	0.063375	0.154571
[SEP]	0.064313	0.016858	0.003443	0.002087	0.001830	0.000355	0.001784	0.005281	0.001128	0.002765	0.008007	0.003813	0.002744	0.006390	0.879204
