TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.215173	0.036097	0.028394	0.011902	0.013767	0.015110	0.023636	0.037794	0.020514	0.022737	0.045402	0.030865	0.036047	0.038041	0.424521
I	0.077031	0.070781	0.144006	0.005536	0.045068	0.013092	0.092637	0.146591	0.006427	0.045552	0.010035	0.023507	0.054828	0.104248	0.160661
heard	0.253857	0.048985	0.003615	0.003681	0.014129	0.011974	0.049615	0.086976	0.008635	0.034695	0.076961	0.048217	0.056732	0.102478	0.199451
from	0.249912	0.014015	0.016525	0.005238	0.020969	0.024672	0.029264	0.024822	0.012115	0.026733	0.010248	0.028836	0.005847	0.043158	0.487646
none	0.235245	0.219157	0.022981	0.014914	0.001955	0.021548	0.024353	0.021190	0.030092	0.025376	0.035716	0.025056	0.008981	0.102604	0.210831
of	0.192782	0.027282	0.018294	0.017231	0.013935	0.019101	0.022383	0.016362	0.029606	0.021801	0.012494	0.017776	0.011646	0.046463	0.532843
the	0.117787	0.123560	0.022433	0.018398	0.020161	0.025240	0.114609	0.034591	0.025870	0.093029	0.019493	0.041020	0.028345	0.067668	0.247794
representatives	0.124654	0.393739	0.059710	0.002878	0.007066	0.017472	0.019466	0.003853	0.011125	0.020440	0.051708	0.093855	0.080436	0.053221	0.060376
from	0.172014	0.032496	0.034578	0.013709	0.048592	0.041058	0.043287	0.057770	0.028299	0.046831	0.025782	0.087579	0.029498	0.070844	0.267663
the	0.094320	0.075174	0.021211	0.031412	0.030359	0.032711	0.129510	0.041447	0.050183	0.121402	0.021819	0.063782	0.046664	0.066751	0.173255
power	0.118034	0.097203	0.032690	0.014458	0.033720	0.025442	0.074086	0.164423	0.028452	0.076931	0.019073	0.074417	0.119745	0.075373	0.045955
generation	0.127378	0.068152	0.048987	0.018643	0.043385	0.034672	0.064443	0.173491	0.035701	0.067551	0.068871	0.037283	0.084447	0.070872	0.056124
sector	0.104014	0.070678	0.073867	0.015026	0.026580	0.020453	0.034022	0.203887	0.034553	0.035736	0.086474	0.180984	0.020884	0.066863	0.025979
.	0.096707	0.051931	0.063272	0.028151	0.027727	0.031893	0.063390	0.027253	0.039263	0.068266	0.035956	0.048790	0.048203	0.091305	0.277892
[SEP]	0.562021	0.003967	0.002736	0.003293	0.002199	0.005078	0.009014	0.003602	0.005041	0.007229	0.006387	0.005257	0.003197	0.009466	0.371511
