TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.016899	0.029056	0.010256	0.015302	0.007533	0.001919	0.003740	0.004902	0.005429	0.002795	0.009305	0.006308	0.002019	0.008539	0.875999
I	0.017158	0.033887	0.025870	0.016949	0.006067	0.001622	0.003257	0.003926	0.002754	0.001725	0.000897	0.001439	0.002050	0.027631	0.854768
heard	0.048061	0.249148	0.071074	0.061838	0.009444	0.003151	0.003387	0.003207	0.000977	0.000173	0.000094	0.000304	0.000304	0.030683	0.518154
from	0.026677	0.149321	0.355312	0.066552	0.016992	0.005012	0.008991	0.010990	0.001641	0.000186	0.000136	0.000204	0.000216	0.026595	0.331175
none	0.011179	0.081081	0.254456	0.197582	0.050755	0.006452	0.013316	0.006229	0.001427	0.000404	0.000161	0.000511	0.001024	0.015614	0.359809
of	0.006110	0.014285	0.283726	0.349449	0.080406	0.005719	0.009164	0.007062	0.002984	0.000273	0.000182	0.000354	0.001195	0.015456	0.223636
the	0.008015	0.016593	0.184461	0.361944	0.178135	0.016705	0.019266	0.014758	0.011376	0.000838	0.000722	0.001839	0.004373	0.013201	0.167775
representatives	0.006917	0.006473	0.038202	0.113461	0.146758	0.124773	0.103512	0.034505	0.038231	0.006757	0.002887	0.004375	0.001723	0.008493	0.362934
from	0.003534	0.002475	0.026406	0.047981	0.196045	0.092918	0.306808	0.115826	0.031368	0.007222	0.008364	0.005318	0.001418	0.003173	0.151143
the	0.009963	0.011042	0.022750	0.075802	0.169559	0.038175	0.087455	0.085633	0.118470	0.016726	0.024790	0.025416	0.022531	0.018005	0.273682
power	0.015043	0.002073	0.004094	0.007491	0.015274	0.006370	0.007626	0.009804	0.032086	0.017573	0.005773	0.002946	0.002098	0.023614	0.848137
generation	0.014623	0.002353	0.001679	0.005417	0.003925	0.001940	0.003685	0.012352	0.056959	0.025669	0.055501	0.011965	0.003102	0.017755	0.783073
sector	0.005886	0.003148	0.000488	0.003541	0.005999	0.003462	0.009287	0.023278	0.174652	0.088104	0.119978	0.072090	0.007776	0.013937	0.468374
.	0.003739	0.013044	0.041224	0.050029	0.160060	0.031594	0.091491	0.156116	0.140302	0.037453	0.070523	0.067398	0.031861	0.010790	0.094375
[SEP]	0.010877	0.005207	0.004072	0.003169	0.002205	0.001762	0.003509	0.001667	0.001465	0.002402	0.001658	0.001747	0.001018	0.008343	0.950900
