TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.061941	0.009182	0.005314	0.007828	0.004959	0.002303	0.012721	0.010718	0.005476	0.010452	0.012481	0.040429	0.027304	0.021350	0.767542
I	0.012716	0.010396	0.444543	0.178459	0.120813	0.017184	0.045732	0.007893	0.006105	0.008783	0.001010	0.001877	0.003996	0.041412	0.099080
heard	0.017594	0.028918	0.108603	0.110841	0.173975	0.048586	0.082034	0.016406	0.012125	0.016158	0.011606	0.007317	0.003057	0.147537	0.215242
from	0.023939	0.016420	0.091171	0.024802	0.133629	0.023814	0.054075	0.067829	0.024830	0.020134	0.022269	0.012148	0.008568	0.315373	0.160998
none	0.023439	0.007780	0.026758	0.004713	0.012884	0.005920	0.031174	0.036699	0.031020	0.041356	0.040011	0.018469	0.015875	0.228624	0.475277
of	0.013310	0.008750	0.041970	0.009314	0.022448	0.004941	0.019433	0.036163	0.067836	0.024731	0.015043	0.004682	0.009907	0.445740	0.275732
the	0.023637	0.010647	0.086004	0.018268	0.044725	0.012207	0.027226	0.047294	0.112284	0.046082	0.010400	0.007789	0.037573	0.366673	0.149192
representatives	0.038815	0.007929	0.024484	0.014518	0.016942	0.004798	0.010317	0.014319	0.048533	0.027790	0.017672	0.020021	0.029027	0.212278	0.512558
from	0.025256	0.012904	0.018430	0.003637	0.016444	0.003124	0.009252	0.028958	0.014328	0.022873	0.029268	0.027228	0.041299	0.251301	0.495697
the	0.022328	0.011192	0.008121	0.003832	0.007291	0.002018	0.003865	0.006518	0.010430	0.019103	0.011723	0.013647	0.094675	0.163908	0.621350
power	0.012460	0.002504	0.003422	0.001704	0.002112	0.000460	0.001770	0.003060	0.004468	0.010115	0.003817	0.005028	0.038316	0.118139	0.792627
generation	0.019796	0.005028	0.004519	0.002528	0.003752	0.001474	0.004626	0.003352	0.005306	0.019881	0.010368	0.011610	0.028164	0.089967	0.789628
sector	0.020530	0.016267	0.002983	0.001465	0.003815	0.001080	0.004776	0.007739	0.009017	0.015157	0.030085	0.016123	0.016990	0.127190	0.726782
.	0.034441	0.009573	0.032818	0.014352	0.009332	0.004017	0.010771	0.005037	0.005073	0.012251	0.005493	0.005369	0.009334	0.029038	0.813102
[SEP]	0.019425	0.001670	0.001345	0.002427	0.001236	0.000502	0.001221	0.001849	0.001850	0.002362	0.001330	0.001872	0.002770	0.014739	0.945402
