TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.011878	0.029813	0.112783	0.011438	0.003281	0.000891	0.001597	0.001666	0.000602	0.000630	0.000159	0.000542	0.000351	0.009862	0.814508
I	0.001483	0.003277	0.000306	0.011341	0.001283	0.000181	0.000383	0.000091	0.000638	0.000425	0.000080	0.000170	0.000349	0.002753	0.977238
heard	0.084476	0.176019	0.013288	0.011185	0.017699	0.001781	0.003690	0.000329	0.000305	0.001690	0.000458	0.000387	0.000536	0.074463	0.613694
from	0.040849	0.122006	0.252355	0.001693	0.006757	0.000430	0.001203	0.001083	0.000068	0.000559	0.000094	0.002206	0.000313	0.143423	0.426960
none	0.026925	0.075530	0.013525	0.460524	0.010203	0.000967	0.002787	0.004075	0.005363	0.000878	0.000785	0.000714	0.001669	0.084106	0.311950
of	0.043928	0.015373	0.073078	0.102011	0.018117	0.002684	0.031690	0.014762	0.006300	0.016224	0.000092	0.000759	0.002661	0.168797	0.503524
the	0.052651	0.062858	0.067593	0.198193	0.064577	0.028931	0.045636	0.033840	0.018869	0.010415	0.000947	0.001058	0.009388	0.114405	0.290640
representatives	0.104395	0.004296	0.037478	0.043072	0.152756	0.125160	0.102327	0.027340	0.005578	0.004546	0.000781	0.001900	0.000820	0.122669	0.266882
from	0.053843	0.004829	0.257918	0.002825	0.067071	0.010730	0.097384	0.265763	0.003709	0.014523	0.000446	0.016348	0.004314	0.163038	0.037260
the	0.030141	0.040686	0.029647	0.076120	0.244795	0.044698	0.075839	0.137096	0.072166	0.030377	0.002179	0.001189	0.034362	0.042685	0.138021
power	0.031012	0.005347	0.000984	0.001377	0.013112	0.001752	0.004673	0.004569	0.006589	0.014025	0.000953	0.046259	0.072868	0.068251	0.728230
generation	0.018098	0.005427	0.000168	0.003857	0.001319	0.003208	0.004454	0.002687	0.020480	0.022488	0.009108	0.013370	0.235427	0.046009	0.613900
sector	0.017573	0.007888	0.000285	0.015076	0.006544	0.009307	0.017243	0.222277	0.315261	0.075829	0.003721	0.002766	0.051092	0.063614	0.191523
.	0.020882	0.101094	0.086695	0.027039	0.049930	0.009630	0.011466	0.007763	0.002037	0.003350	0.000742	0.000790	0.002210	0.022562	0.653812
[SEP]	0.004034	0.002363	0.002214	0.005232	0.002484	0.000904	0.000686	0.000664	0.001040	0.000487	0.000413	0.000551	0.000735	0.002620	0.975574
