TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.068764	0.029384	0.091971	0.123644	0.131302	0.078703	0.088054	0.036940	0.072487	0.043334	0.020217	0.018500	0.024549	0.056883	0.115269
I	0.025534	0.030710	0.022931	0.030791	0.040802	0.024525	0.030781	0.024370	0.013730	0.032940	0.034045	0.021820	0.030973	0.042013	0.594034
heard	0.015474	0.011818	0.067912	0.066398	0.013938	0.019525	0.024513	0.013779	0.018567	0.014667	0.014465	0.009121	0.005440	0.016838	0.687545
from	0.008046	0.008814	0.015714	0.044575	0.016323	0.021518	0.022819	0.014534	0.012883	0.011169	0.014136	0.007299	0.004647	0.013646	0.783877
none	0.002966	0.007880	0.017879	0.030921	0.037152	0.020557	0.014495	0.029534	0.008034	0.006385	0.007142	0.003800	0.006970	0.015218	0.791067
of	0.005338	0.014793	0.013896	0.020114	0.040828	0.051676	0.023617	0.018288	0.018283	0.014189	0.013432	0.012287	0.016246	0.029166	0.707848
the	0.014322	0.028620	0.031557	0.034551	0.040769	0.042048	0.035397	0.021933	0.025503	0.034748	0.049185	0.043938	0.056103	0.040624	0.500703
representatives	0.013748	0.022056	0.013126	0.013701	0.014096	0.015496	0.021017	0.025043	0.006697	0.017294	0.036708	0.019490	0.010800	0.023572	0.747155
from	0.008723	0.014839	0.014580	0.020011	0.022067	0.014462	0.019981	0.012447	0.023281	0.039707	0.050343	0.032974	0.039600	0.034894	0.652091
the	0.016273	0.024899	0.018340	0.006368	0.019337	0.006294	0.009914	0.007029	0.011028	0.052420	0.113892	0.102806	0.152343	0.047089	0.411967
power	0.016006	0.038702	0.028227	0.013440	0.017387	0.004122	0.008628	0.007553	0.014438	0.031351	0.183363	0.096796	0.041130	0.033938	0.464919
generation	0.013092	0.016032	0.010887	0.005025	0.012170	0.004005	0.006607	0.007222	0.010442	0.029635	0.178282	0.134069	0.055897	0.025393	0.491242
sector	0.021135	0.031374	0.013211	0.004274	0.017857	0.009545	0.014014	0.009467	0.006450	0.035763	0.078580	0.090747	0.117647	0.022773	0.527163
.	0.033005	0.028430	0.032537	0.031907	0.046331	0.026283	0.025181	0.022215	0.021470	0.028753	0.027665	0.030926	0.030227	0.057316	0.557753
[SEP]	0.064033	0.049285	0.075770	0.073683	0.076476	0.072224	0.063208	0.071081	0.070278	0.058393	0.064001	0.069942	0.075967	0.061866	0.053793
