TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.476945	0.034574	0.027167	0.054680	0.082272	0.034463	0.028400	0.030315	0.044804	0.028957	0.044702	0.022835	0.025875	0.036486	0.027525
I	0.079492	0.169115	0.166224	0.222132	0.114116	0.046820	0.024309	0.054647	0.048581	0.014360	0.016147	0.008424	0.023165	0.007202	0.005265
heard	0.007764	0.294236	0.083979	0.179203	0.150140	0.061060	0.039613	0.029327	0.058273	0.028141	0.020120	0.013691	0.016581	0.012998	0.004875
from	0.005213	0.065718	0.351763	0.086033	0.248356	0.074809	0.056048	0.023736	0.013308	0.019846	0.020605	0.006297	0.012103	0.011562	0.004601
none	0.039140	0.092182	0.104961	0.384927	0.059460	0.147426	0.056876	0.022723	0.052625	0.010010	0.007547	0.003287	0.009760	0.005082	0.003995
of	0.002713	0.050758	0.133710	0.212490	0.207665	0.068446	0.192268	0.035990	0.039986	0.032194	0.007913	0.003061	0.006846	0.004378	0.001582
the	0.004230	0.109468	0.093243	0.093005	0.341851	0.124160	0.065744	0.070606	0.057727	0.018880	0.007306	0.002354	0.005505	0.005233	0.000689
representatives	0.018787	0.021058	0.221626	0.059743	0.126814	0.161229	0.093502	0.132095	0.056516	0.029214	0.042532	0.012380	0.019373	0.003896	0.001234
from	0.003247	0.015445	0.098440	0.035717	0.172207	0.079880	0.215796	0.154693	0.047493	0.082315	0.058894	0.011319	0.011012	0.010726	0.002819
the	0.004897	0.048991	0.043326	0.061550	0.143905	0.070300	0.095831	0.222408	0.170263	0.066983	0.029832	0.010479	0.014320	0.014389	0.002527
power	0.011284	0.021775	0.040816	0.011218	0.053180	0.062857	0.037814	0.359732	0.077108	0.085379	0.052169	0.065715	0.110070	0.007751	0.003133
generation	0.034877	0.025822	0.063507	0.017768	0.028393	0.034691	0.074508	0.164410	0.079154	0.160302	0.153958	0.028213	0.077929	0.043039	0.013431
sector	0.005467	0.013745	0.058412	0.012578	0.018613	0.007959	0.014461	0.294541	0.021814	0.024010	0.365123	0.099315	0.043081	0.012661	0.008219
.	0.003281	0.009260	0.021806	0.035133	0.029680	0.033119	0.029061	0.098142	0.105026	0.083177	0.109683	0.065227	0.166177	0.152239	0.058988
[SEP]	0.020657	0.024311	0.045093	0.030955	0.031966	0.021900	0.007423	0.024136	0.065224	0.049221	0.097589	0.039587	0.191337	0.301773	0.048827
