TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.407973	0.021516	0.009699	0.004042	0.006892	0.016709	0.010439	0.007462	0.005962	0.012246	0.009969	0.013027	0.014120	0.051751	0.408191
I	0.140957	0.071423	0.104138	0.015971	0.149319	0.012700	0.031960	0.076863	0.017496	0.025569	0.018533	0.048633	0.070288	0.049797	0.166352
heard	0.016377	0.064000	0.049055	0.049206	0.058922	0.007539	0.005492	0.127771	0.094251	0.006810	0.047427	0.103247	0.336929	0.007881	0.025091
from	0.016139	0.030257	0.295662	0.006324	0.125528	0.014452	0.022248	0.163872	0.008689	0.020049	0.047235	0.087543	0.123575	0.014775	0.023653
none	0.027411	0.056396	0.182500	0.053382	0.059294	0.073006	0.078827	0.220720	0.037604	0.042276	0.038381	0.023239	0.027632	0.022897	0.056433
of	0.156385	0.071079	0.022258	0.022707	0.046853	0.015002	0.044192	0.040020	0.034059	0.049314	0.022721	0.028387	0.034742	0.055257	0.357024
the	0.112210	0.088549	0.028022	0.026949	0.037210	0.025930	0.034875	0.059576	0.043518	0.037536	0.065863	0.065761	0.078862	0.046648	0.248493
representatives	0.061493	0.015617	0.009080	0.013444	0.029449	0.005959	0.031545	0.113360	0.059939	0.041014	0.199678	0.112680	0.206082	0.024523	0.076136
from	0.005821	0.026436	0.137531	0.003849	0.121371	0.004656	0.011967	0.203560	0.009735	0.016564	0.077707	0.126095	0.240190	0.006739	0.007779
the	0.090300	0.069566	0.030360	0.026295	0.029084	0.026133	0.041226	0.074671	0.052700	0.050936	0.079267	0.080719	0.095969	0.059039	0.193736
power	0.242290	0.023293	0.018037	0.019439	0.021978	0.015700	0.018400	0.122615	0.045126	0.030034	0.037884	0.092378	0.070227	0.045936	0.196664
generation	0.109353	0.030040	0.038019	0.025484	0.016471	0.025595	0.041380	0.073318	0.054875	0.066431	0.123666	0.095746	0.098270	0.065123	0.136231
sector	0.150428	0.024073	0.035918	0.007927	0.011508	0.021607	0.036930	0.110032	0.012312	0.036691	0.088402	0.052558	0.026885	0.041198	0.343533
.	0.218472	0.087936	0.021641	0.015764	0.007702	0.059690	0.031162	0.013916	0.015292	0.032811	0.006120	0.011007	0.004574	0.092835	0.381079
[SEP]	0.585977	0.000873	0.000210	0.000258	0.000129	0.004284	0.003050	0.000112	0.000422	0.003714	0.000441	0.000888	0.000373	0.145107	0.254160
