TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.085044	0.028753	0.069946	0.038831	0.011798	0.011834	0.034938	0.079548	0.016193	0.046491	0.152062	0.125905	0.183042	0.041694	0.073920
I	0.053820	0.023011	0.017503	0.010892	0.160194	0.009847	0.013309	0.039376	0.032638	0.020718	0.101093	0.076473	0.031695	0.125981	0.283452
heard	0.210909	0.088084	0.003401	0.013491	0.073064	0.015945	0.045837	0.039641	0.022912	0.022809	0.023965	0.018008	0.047436	0.042325	0.332174
from	0.122031	0.014421	0.020808	0.009983	0.048321	0.028575	0.021252	0.033414	0.020367	0.016859	0.010348	0.025159	0.039774	0.043060	0.545628
none	0.111768	0.101468	0.042056	0.025782	0.021720	0.017508	0.058422	0.047829	0.020203	0.027365	0.008537	0.021432	0.011240	0.081523	0.403147
of	0.181386	0.093256	0.029512	0.023756	0.068711	0.004887	0.035542	0.050423	0.013089	0.018330	0.007202	0.007579	0.021881	0.041578	0.402866
the	0.421259	0.044473	0.015026	0.011009	0.065098	0.005879	0.018403	0.031847	0.016504	0.046759	0.008660	0.008803	0.067835	0.051572	0.186873
representatives	0.347849	0.063244	0.023256	0.015916	0.039088	0.008198	0.021300	0.010012	0.016548	0.023712	0.020102	0.023939	0.058439	0.092289	0.236108
from	0.305262	0.031167	0.008825	0.009920	0.058164	0.006746	0.015095	0.034777	0.007822	0.017996	0.019271	0.030330	0.058410	0.080886	0.315327
the	0.594921	0.030465	0.005153	0.005643	0.033199	0.004459	0.005690	0.014458	0.011761	0.014900	0.009824	0.008857	0.030646	0.062846	0.167176
power	0.315183	0.065560	0.009811	0.019746	0.008200	0.008665	0.008835	0.013060	0.040014	0.026069	0.008760	0.010056	0.039837	0.157443	0.268761
generation	0.318675	0.133236	0.021855	0.037810	0.017089	0.013741	0.017283	0.021825	0.065579	0.041901	0.014375	0.004576	0.032647	0.123480	0.135927
sector	0.482679	0.065929	0.015992	0.010809	0.004642	0.003060	0.003405	0.014378	0.046175	0.016832	0.031631	0.008272	0.004623	0.157420	0.134154
.	0.184205	0.162608	0.027272	0.054323	0.058117	0.014791	0.023588	0.036411	0.088507	0.045145	0.018794	0.016940	0.054905	0.057271	0.157123
[SEP]	0.245876	0.162724	0.027756	0.029842	0.050568	0.028657	0.036522	0.032810	0.038616	0.035232	0.028347	0.018927	0.019660	0.135270	0.109192
