TOKEN	[CLS]	I	heard	from	none	of	the	representatives	from	the	power	generation	sector	.	[SEP]
[CLS]	0.013481	0.001805	0.000413	0.000194	0.004976	0.001925	0.001517	0.000855	0.000518	0.000302	0.000078	0.000118	0.000408	0.008852	0.964559
I	0.009933	0.007538	0.005347	0.000994	0.005051	0.000302	0.001091	0.000549	0.000602	0.000397	0.000043	0.000119	0.001122	0.017627	0.949284
heard	0.001844	0.004516	0.001784	0.000906	0.002993	0.000059	0.000503	0.000332	0.000051	0.000053	0.000033	0.000127	0.000182	0.002451	0.984167
from	0.017771	0.011876	0.004850	0.017534	0.003008	0.000779	0.001889	0.074019	0.000813	0.000362	0.000065	0.000130	0.000054	0.029623	0.837226
none	0.005706	0.005884	0.003174	0.006008	0.008494	0.000120	0.000484	0.002999	0.000195	0.000056	0.000015	0.000027	0.000186	0.009012	0.957639
of	0.029353	0.006157	0.006586	0.005525	0.131987	0.016852	0.011559	0.081180	0.001334	0.000632	0.000131	0.000064	0.001220	0.066398	0.641024
the	0.019569	0.002146	0.002700	0.003116	0.048234	0.007514	0.008023	0.006261	0.001202	0.000971	0.000168	0.000146	0.001421	0.026003	0.872527
representatives	0.012129	0.001171	0.000252	0.000517	0.069737	0.004728	0.011940	0.004511	0.001072	0.002086	0.000975	0.001444	0.001740	0.008342	0.879357
from	0.027775	0.001945	0.001989	0.003238	0.027574	0.035415	0.069459	0.440383	0.025193	0.019913	0.014884	0.003978	0.005415	0.012218	0.310618
the	0.024222	0.000629	0.000447	0.002735	0.058988	0.019484	0.028836	0.012649	0.017987	0.027896	0.009704	0.004794	0.020811	0.016292	0.754527
power	0.006424	0.000531	0.000158	0.000734	0.003714	0.000493	0.000206	0.000246	0.001058	0.000659	0.000856	0.000157	0.000038	0.009347	0.975380
generation	0.013982	0.000718	0.000151	0.000859	0.000524	0.000115	0.000086	0.000330	0.001142	0.000949	0.015141	0.003562	0.000113	0.017080	0.945247
sector	0.005849	0.000399	0.000113	0.000222	0.001610	0.000405	0.000867	0.002014	0.001384	0.002345	0.007010	0.010334	0.002828	0.007666	0.956952
.	0.040677	0.011109	0.003939	0.001193	0.028927	0.005505	0.010745	0.010515	0.004800	0.013618	0.001464	0.002189	0.009160	0.257741	0.598417
[SEP]	0.018878	0.009916	0.004610	0.004808	0.010018	0.002915	0.003236	0.003626	0.004470	0.002911	0.004545	0.005629	0.001639	0.042931	0.879868
