TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.075556	0.069995	0.071958	0.067794	0.087214	0.057002	0.081523	0.071480	0.068835	0.071295	0.080116	0.094661	0.044587	0.057983
A	0.068065	0.061760	0.064812	0.082186	0.094132	0.076837	0.082855	0.055871	0.089133	0.045317	0.087336	0.061075	0.064189	0.066432
person	0.053512	0.108778	0.074444	0.068769	0.071319	0.104638	0.092649	0.079055	0.071224	0.051299	0.070969	0.062875	0.047831	0.042637
on	0.063186	0.081411	0.076149	0.093993	0.088195	0.082475	0.083215	0.049248	0.062230	0.064291	0.080666	0.087425	0.038246	0.049269
a	0.070883	0.082106	0.084661	0.084589	0.068469	0.084243	0.074868	0.071524	0.054440	0.060939	0.072439	0.091052	0.056419	0.043367
horse	0.050009	0.113206	0.079713	0.058990	0.078801	0.112271	0.100281	0.072144	0.054579	0.050544	0.063296	0.066417	0.033047	0.066701
jumps	0.062829	0.090532	0.067429	0.057091	0.108861	0.102589	0.081820	0.071030	0.067364	0.053280	0.064898	0.084654	0.041134	0.046488
over	0.070591	0.106557	0.069578	0.078678	0.086386	0.063023	0.067304	0.082842	0.065226	0.049406	0.078141	0.082023	0.043655	0.056592
a	0.071955	0.084459	0.080741	0.065271	0.061242	0.082440	0.088276	0.075598	0.055750	0.068332	0.074227	0.103711	0.035106	0.052891
broken	0.074861	0.116912	0.060830	0.066409	0.065647	0.111063	0.059918	0.065574	0.048969	0.067941	0.093984	0.061180	0.050929	0.055784
down	0.069369	0.083512	0.079834	0.050120	0.081553	0.086165	0.071843	0.081815	0.057903	0.050714	0.093374	0.082152	0.058826	0.052821
airplane	0.053415	0.115176	0.089222	0.062864	0.067758	0.090307	0.084447	0.069255	0.054225	0.044840	0.090595	0.074145	0.044659	0.059090
.	0.054884	0.099104	0.078277	0.100303	0.095297	0.076886	0.047629	0.049166	0.080258	0.059526	0.083992	0.068159	0.045653	0.060867
[SEP]	0.077252	0.059891	0.075764	0.086397	0.076752	0.053643	0.074520	0.084960	0.077046	0.056483	0.090351	0.081830	0.040540	0.064573
