TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.069927	0.060112	0.112986	0.092524	0.060947	0.044913	0.054049	0.078809	0.069203	0.063643	0.079704	0.069353	0.071384	0.072446
A	0.062333	0.084812	0.104784	0.064387	0.082161	0.058869	0.084031	0.075709	0.067765	0.056184	0.073968	0.049094	0.061039	0.074865
person	0.060069	0.089774	0.125228	0.054643	0.048854	0.065514	0.063508	0.089876	0.051891	0.039008	0.105780	0.053872	0.058193	0.093791
on	0.078698	0.094102	0.067861	0.072295	0.071588	0.059320	0.054369	0.067531	0.088968	0.057437	0.094771	0.059092	0.069616	0.064352
a	0.102067	0.094154	0.063528	0.064174	0.068714	0.058844	0.064457	0.069000	0.074393	0.066097	0.072701	0.055901	0.074816	0.071154
horse	0.058079	0.064927	0.066935	0.085773	0.079721	0.065350	0.070264	0.071480	0.080430	0.052791	0.108224	0.061092	0.074805	0.060129
jumps	0.086516	0.078025	0.079951	0.072539	0.074573	0.063049	0.062430	0.067777	0.068128	0.068557	0.089917	0.062419	0.053242	0.072877
over	0.070224	0.066021	0.078072	0.073894	0.061538	0.062405	0.079262	0.102532	0.050380	0.060257	0.090154	0.062399	0.076029	0.066835
a	0.083304	0.101982	0.065538	0.074005	0.076094	0.060973	0.065000	0.051970	0.075741	0.085130	0.062957	0.061928	0.076343	0.059036
broken	0.062086	0.092605	0.090878	0.056831	0.071278	0.055732	0.059393	0.103656	0.075438	0.055613	0.083557	0.074723	0.052735	0.065475
down	0.108873	0.072238	0.077068	0.057443	0.055076	0.076904	0.050377	0.075875	0.076991	0.048017	0.077534	0.055078	0.091152	0.077376
airplane	0.087695	0.075178	0.073932	0.065957	0.091581	0.070939	0.068417	0.062277	0.073584	0.052622	0.075936	0.065396	0.071517	0.064969
.	0.080535	0.080198	0.091998	0.062704	0.069799	0.070963	0.046637	0.063287	0.078119	0.047694	0.102438	0.055034	0.082132	0.068463
[SEP]	0.075377	0.120558	0.080569	0.058721	0.067709	0.067926	0.080252	0.070763	0.059038	0.064857	0.058421	0.058689	0.083169	0.053950
