TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.060547	0.079152	0.095375	0.065158	0.052430	0.058230	0.091047	0.074161	0.063940	0.065717	0.060238	0.073830	0.111129	0.049044
A	0.059840	0.072043	0.092062	0.055541	0.049415	0.066529	0.081710	0.099930	0.067443	0.054515	0.050234	0.084645	0.112407	0.053688
person	0.046492	0.079530	0.090139	0.074253	0.071630	0.054098	0.053641	0.087370	0.070980	0.067146	0.064596	0.103920	0.073151	0.063054
on	0.074825	0.079045	0.104501	0.055476	0.053368	0.061508	0.064863	0.089539	0.064083	0.076302	0.053521	0.087408	0.085659	0.049904
a	0.059995	0.069359	0.074161	0.072086	0.046781	0.064788	0.068288	0.067935	0.063475	0.063777	0.061036	0.103405	0.123137	0.061779
horse	0.068413	0.064553	0.081634	0.073959	0.052755	0.068974	0.077363	0.081322	0.058453	0.080735	0.067361	0.067196	0.097000	0.060283
jumps	0.063694	0.061417	0.082066	0.058225	0.054562	0.065106	0.080298	0.087955	0.072900	0.067001	0.057642	0.104464	0.092797	0.051872
over	0.063972	0.063233	0.080640	0.065153	0.058521	0.088346	0.074207	0.071632	0.080421	0.057406	0.064405	0.102249	0.071182	0.058634
a	0.065101	0.064802	0.066065	0.062689	0.063080	0.064210	0.054517	0.082131	0.062947	0.060373	0.062747	0.122967	0.099016	0.069354
broken	0.047262	0.072571	0.093109	0.078414	0.061540	0.068938	0.074256	0.069615	0.070543	0.048177	0.047375	0.118650	0.098252	0.051298
down	0.064869	0.052775	0.082643	0.060814	0.076285	0.073347	0.068738	0.070785	0.080408	0.074621	0.070507	0.073659	0.073717	0.076831
airplane	0.055640	0.071711	0.070970	0.083333	0.065805	0.069312	0.067014	0.079982	0.073615	0.072385	0.073460	0.091822	0.075607	0.049346
.	0.063323	0.056740	0.074193	0.064843	0.060955	0.074057	0.094428	0.102136	0.053902	0.059827	0.050914	0.074572	0.116708	0.053402
[SEP]	0.082279	0.086936	0.067150	0.080627	0.050834	0.072692	0.060520	0.082921	0.064833	0.055969	0.074837	0.085475	0.078189	0.056740
