TOKEN	[CLS]	A	person	on	a	horse	jumps	over	a	broken	down	airplane	.	[SEP]
[CLS]	0.076319	0.065756	0.088007	0.056957	0.101112	0.063581	0.084389	0.077520	0.061137	0.067892	0.051274	0.065823	0.065401	0.074830
A	0.075564	0.072095	0.065372	0.054736	0.087391	0.056989	0.079256	0.073985	0.099187	0.089450	0.055121	0.053256	0.059478	0.078119
person	0.088814	0.081805	0.101210	0.064334	0.083740	0.060162	0.082764	0.066772	0.080355	0.067022	0.049977	0.042986	0.079459	0.050601
on	0.087859	0.069109	0.068941	0.061862	0.108589	0.056326	0.079373	0.060776	0.081938	0.066172	0.062423	0.063627	0.069966	0.063040
a	0.110971	0.061238	0.095494	0.067378	0.131660	0.043554	0.043954	0.051937	0.083015	0.073598	0.051235	0.053770	0.061726	0.070469
horse	0.103933	0.060893	0.093464	0.044082	0.090955	0.047913	0.046623	0.066206	0.071932	0.087556	0.071560	0.054992	0.081915	0.077977
jumps	0.080715	0.057364	0.068697	0.057174	0.109343	0.047966	0.052424	0.057420	0.091494	0.085092	0.071850	0.070548	0.067767	0.082146
over	0.087621	0.067650	0.102339	0.061680	0.093784	0.049649	0.062880	0.064915	0.089049	0.068491	0.055335	0.058205	0.080439	0.057963
a	0.124826	0.064336	0.109599	0.064668	0.102621	0.037224	0.049889	0.061229	0.070786	0.073186	0.059777	0.046396	0.065351	0.070112
broken	0.089248	0.069857	0.089345	0.054281	0.092791	0.048987	0.072594	0.083146	0.075316	0.069312	0.057679	0.060011	0.071563	0.065870
down	0.090977	0.068389	0.085375	0.053443	0.104944	0.049619	0.062452	0.061968	0.096484	0.083902	0.057772	0.047067	0.068660	0.068948
airplane	0.115594	0.057828	0.071194	0.044926	0.107165	0.051966	0.052986	0.060815	0.070626	0.081653	0.064315	0.050562	0.087069	0.083301
.	0.101260	0.078678	0.062871	0.074425	0.092433	0.050171	0.088513	0.067329	0.087299	0.076155	0.046848	0.052569	0.070689	0.050760
[SEP]	0.080742	0.068025	0.066724	0.058829	0.127406	0.040172	0.058431	0.068568	0.074866	0.080094	0.063034	0.052687	0.074617	0.085804
